Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
                0.01    0.00 1200000/7200000     std::_Vector_base<int, std::allocator<int> >::_M_deallocate(int*, unsigned long) [19]
                0.02    0.00 3600000/7200000     std::back_insert_iterator<std::vector<double, std::allocator<double> > > std::transform<__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, std::back_insert_iterator<std::vector<double, std::allocator<double> > >, vectors_distance(std::vector<double, std::allocator<double> >, std::vector<double, std::allocator<double> >)::{lambda(double, double)#1}>(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, std::back_insert_iterator<std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, vectors_distance(std::vector<double, std::allocator<double> >, std::vector<double, std::allocator<double> >)::{lambda(double, double)#1}, vectors_distance(std::vector<double, std::allocator<double> >, std::vector<double, std::allocator<double> >)::{lambda(double, double)#1}) [7]
[9]      6.5    0.05    0.00 7200000         bool __gnu_cxx::operator!=<double*, std::vector<double, std::allocator<double> > >(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > > const&, __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > > const&) [9]
-----------------------------------------------
                0.00    0.04     600/600         main <cycle 1> [2]
[10]     6.2    0.00    0.04     600         std::vector<double, std::allocator<double> >::vector(std::vector<double, std::allocator<double> > const&) [10]
                0.01    0.01 1201050/1201050     std::vector<double, std::allocator<double> >::begin() const [31]
                0.00    0.01    1200/1250        std::vector<double, std::allocator<double> >::end() const [49]
                0.00    0.01 1201050/1201050     __gnu_cxx::__alloc_traits<std::allocator<double> >::_S_select_on_copy(std::allocator<double> const&) [62]
                0.00    0.00 1201050/17410887     std::vector<int, std::allocator<int> >::_M_range_check(unsigned long) const <cycle 2> [114]
                0.00    0.00     600/1206        std::vector<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > >::vector(unsigned long, std::vector<double, std::allocator<double> > const&, std::allocator<std::vector<double, std::allocator<double> > > const&) [80]
                0.00    0.00     600/1204        std::vector<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > >::_M_fill_initialize(unsigned long, std::vector<double, std::allocator<double> > const&) [83]
                0.00    0.00     600/1200        std::vector<int, std::allocator<int> >::size() const [139]
                0.00    0.00     600/1204        std::back_insert_iterator<std::vector<double, std::allocator<double> > >::operator*() [136]
-----------------------------------------------
                                2547             void std::vector<double, std::allocator<double> >::emplace_back<double>(double&&) <cycle 2> [102]
                             1201050             bool __gnu_cxx::__ops::_Iter_equals_val<int const>::operator()<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >) <cycle 2> [138]
                0.00    0.00     600/17410887     __gnu_cxx::new_allocator<double>::new_allocator(__gnu_cxx::new_allocator<double> const&) [93]
[11]     5.4    0.01    0.03 1204197         void std::vector<double, std::allocator<double> >::_M_realloc_insert<double>(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, double&&) <cycle 2> [11]
                0.02    0.00 3603150/3603150     double* std::__uninitialized_move_if_noexcept_a<double*, double*, std::allocator<double> >(double*, double*, double*, std::allocator<double>&) [22]
                0.00    0.00 2400000/13200000     std::_Vector_base<int, std::allocator<int> >::_M_deallocate(int*, unsigned long) [19]
                0.00    0.00 1200000/1200000     std::allocator_traits<std::allocator<int> >::allocate(std::allocator<int>&, unsigned long) [98]
                0.00    0.00 1200000/4800000     std::_Vector_base<int, std::allocator<int> >::_M_allocate(unsigned long) [99]
                0.00    0.00 4800000/9603156     std::_Vector_base<double, std::allocator<double> >::_Vector_base() [110]
                0.00    0.00 1200000/3001052     int* std::__uninitialized_copy_a<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*, int>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*, std::allocator<int>&) [117]
                             2400000             std::vector<double, std::allocator<double> >::_M_check_len(unsigned long, char const*) const <cycle 2> [40]
-----------------------------------------------
                             1200000             std::vector<double, std::allocator<double> >::_M_check_len(unsigned long, char const*) const <cycle 2> [40]
                0.00    0.00  600000/17410887     std::fabs(float) [74]
                0.00    0.00 1201050/17410887     std::vector<int, std::allocator<int> >::at(unsigned long) [28]
                0.01    0.01 1801052/17410887     std::vector<double, std::allocator<double> >::vector() [34]
                0.01    0.01 1801052/17410887     std::_Vector_base<double, std::allocator<double> >::_Vector_impl::~_Vector_impl() [41]
                0.01    0.01 3600000/17410887     void __gnu_cxx::new_allocator<double>::construct<double, double>(double*, double&&) [23]
[12]     5.4    0.02    0.02 10203154         std::vector<int, std::allocator<int> >::vector(std::vector<int, std::allocator<int> > const&) <cycle 2> [12]
                0.01    0.01 1801052/3602106     std::vector<double, std::allocator<double> >::~vector() [21]
                0.00    0.00  600000/600000      std::vector<int, std::allocator<int> >::end() const [73]
                0.00    0.00     600/600         __gnu_cxx::__alloc_traits<std::allocator<int> >::_S_select_on_copy(std::allocator<int> const&) [152]
                0.00    0.00     600/1200        std::vector<int, std::allocator<int> >::size() const [139]
                                 600             std::vector<int, std::allocator<int> >::begin() const <cycle 2> [155]
-----------------------------------------------
                0.01    0.02  600000/600000      vectors_distance(std::vector<double, std::allocator<double> >, std::vector<double, std::allocator<double> >) <cycle 1> [8]
[13]     4.5    0.01    0.02  600000         std::back_insert_iterator<std::vector<double, std::allocator<double> > > std::back_inserter<std::vector<double, std::allocator<double> > >(std::vector<double, std::allocator<double> >&) [13]
                0.01    0.01 1800000/3600000     std::vector<int, std::allocator<int> >::_M_fill_initialize(unsigned long, int const&) [20]
                0.01    0.00 1200000/7200000     bool __gnu_cxx::operator!=<double*, std::vector<double, std::allocator<double> > >(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > > const&, __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > > const&) [9]
-----------------------------------------------
                0.01    0.00 1200000/3000000     void std::allocator_traits<std::allocator<double> >::construct<double, double>(std::allocator<double>&, double*, double&&) [16]
                0.01    0.01 1800000/3000000     vectors_distance(std::vector<double, std::allocator<double> >, std::vector<double, std::allocator<double> >) <cycle 1> [8]
[14]     4.4    0.02    0.01 3000000         std::vector<int, std::allocator<int> >::vector(unsigned long, int const&, std::allocator<int> const&) [14]
                0.01    0.00 3000000/6000000     std::_Vector_base<int, std::allocator<int> >::~_Vector_base() [24]
                0.00    0.00       2/2           std::_Vector_base<int, std::allocator<int> >::_Vector_base(unsigned long, std::allocator<int> const&) [84]
-----------------------------------------------
                             2400000             int* std::__copy_move<false, true, std::random_access_iterator_tag>::__copy_m<int>(int const*, int const*, int*) [15]
[15]     4.3    0.02    0.01       0+2400000 int* std::__copy_move<false, true, std::random_access_iterator_tag>::__copy_m<int>(int const*, int const*, int*) [15]
                0.00    0.01 4800000/4800000     double* std::__uninitialized_copy<true>::__uninit_copy<std::move_iterator<double*>, double*>(std::move_iterator<double*>, std::move_iterator<double*>, double*) [66]
                0.00    0.00 2400000/2400000     double* std::copy<std::move_iterator<double*>, double*>(std::move_iterator<double*>, std::move_iterator<double*>, double*) [75]
                             2400000             int* std::__copy_move<false, true, std::random_access_iterator_tag>::__copy_m<int>(int const*, int const*, int*) [15]
-----------------------------------------------
                                                 <spontaneous>
[16]     4.3    0.01    0.02                 void std::allocator_traits<std::allocator<double> >::construct<double, double>(std::allocator<double>&, double*, double&&) [16]
                0.01    0.00 1200000/3000000     std::vector<int, std::allocator<int> >::vector(unsigned long, int const&, std::allocator<int> const&) [14]
                0.00    0.00 1200000/17410887     std::vector<double, std::allocator<double> >::_M_check_len(unsigned long, char const*) const <cycle 2> [40]
                0.00    0.00 1200000/2401052     unsigned long const& std::max<unsigned long>(unsigned long const&, unsigned long const&) [119]
-----------------------------------------------
                0.01    0.00 1200000/2400000     vectors_distance(std::vector<double, std::allocator<double> >, std::vector<double, std::allocator<double> >) <cycle 1> [8]
                0.01    0.00 1200000/2400000     double&& std::forward<double>(std::remove_reference<double>::type&) [38]
[17]     4.1    0.02    0.01 2400000         std::vector<double, std::allocator<double> >::begin() [17]
                0.01    0.00 2400000/6000000     std::_Vector_base<int, std::allocator<int> >::~_Vector_base() [24]
-----------------------------------------------
                0.01    0.00 1200000/3600000     __gnu_cxx::__promote_2<double, int, __gnu_cxx::__promote<double, std::__is_integer<double>::__value>::__type, __gnu_cxx::__promote<int, std::__is_integer<int>::__value>::__type>::__type std::pow<double, int>(double, int) [59]
                0.01    0.01 2400000/3600000     std::back_insert_iterator<std::vector<double, std::allocator<double> > > std::transform<__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, std::back_insert_iterator<std::vector<double, std::allocator<double> > >, vectors_distance(std::vector<double, std::allocator<double> >, std::vector<double, std::allocator<double> >)::{lambda(double, double)#1}>(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, std::back_insert_iterator<std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, vectors_distance(std::vector<double, std::allocator<double> >, std::vector<double, std::allocator<double> >)::{lambda(double, double)#1}, vectors_distance(std::vector<double, std::allocator<double> >, std::vector<double, std::allocator<double> >)::{lambda(double, double)#1}) [7]
[18]     4.0    0.02    0.01 3600000         __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >::__normal_iterator(double* const&) [18]
                0.01    0.00 3600000/13200000     std::_Vector_base<int, std::allocator<int> >::_M_deallocate(int*, unsigned long) [19]
-----------------------------------------------
                0.00    0.00 1200000/13200000     std::back_insert_iterator<std::vector<double, std::allocator<double> > >::operator++() [78]
                0.00    0.00 2400000/13200000     void std::vector<double, std::allocator<double> >::_M_realloc_insert<double>(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, double&&) <cycle 2> [11]
                0.00    0.00 2400000/13200000     std::vector<double, std::allocator<double> >::_M_check_len(unsigned long, char const*) const <cycle 2> [40]
                0.01    0.00 3600000/13200000     std::vector<int, std::allocator<int> >::_M_fill_initialize(unsigned long, int const&) [20]
                0.01    0.00 3600000/13200000     __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >::__normal_iterator(double* const&) [18]
[19]     4.0    0.02    0.01 13200000         std::_Vector_base<int, std::allocator<int> >::_M_deallocate(int*, unsigned long) [19]
                0.01    0.00 1200000/7200000     bool __gnu_cxx::operator!=<double*, std::vector<double, std::allocator<double> > >(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > > const&, __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > > const&) [9]
-----------------------------------------------
                0.01    0.01 1800000/3600000     main <cycle 1> [2]
                0.01    0.01 1800000/3600000     std::back_insert_iterator<std::vector<double, std::allocator<double> > > std::back_inserter<std::vector<double, std::allocator<double> > >(std::vector<double, std::allocator<double> >&) [13]
[20]     4.0    0.01    0.02 3600000         std::vector<int, std::allocator<int> >::_M_fill_initialize(unsigned long, int const&) [20]
                0.00    0.01  600000/601056      std::_Vector_base<int, std::allocator<int> >::_M_create_storage(unsigned long) <cycle 3> [127]
                0.01    0.00 3600000/13200000     std::_Vector_base<int, std::allocator<int> >::_M_deallocate(int*, unsigned long) [19]
-----------------------------------------------
                0.00    0.00       4/3602106     __static_initialization_and_destruction_0(int, int) [6]
                0.00    0.00  600000/3602106     std::vector<int, std::allocator<int> >::end() const [73]
                0.01    0.00 1201050/3602106     std::vector<int, std::allocator<int> >::at(unsigned long) [28]
                0.01    0.01 1801052/3602106     std::vector<int, std::allocator<int> >::vector(std::vector<int, std::allocator<int> > const&) <cycle 2> [12]
[21]     3.7    0.02    0.01 3602106         std::vector<double, std::allocator<double> >::~vector() [21]
                0.00    0.01 3602106/4803158     std::_Vector_base<double, std::allocator<double> >::~_Vector_base() [37]
-----------------------------------------------
                0.02    0.00 3603150/3603150     void std::vector<double, std::allocator<double> >::_M_realloc_insert<double>(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, double&&) <cycle 2> [11]
[22]     3.2    0.02    0.00 3603150         double* std::__uninitialized_move_if_noexcept_a<double*, double*, std::allocator<double> >(double*, double*, double*, std::allocator<double>&) [22]
                0.00    0.00 1201050/3603150     std::move_iterator<double*> std::__make_move_if_noexcept_iterator<double, std::move_iterator<double*> >(double*) [67]
                0.00    0.00 1201050/8401054     int* std::__copy_move_a2<false, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*) [111]
-----------------------------------------------
                                                 <spontaneous>
[23]     3.2    0.00    0.02                 void __gnu_cxx::new_allocator<double>::construct<double, double>(double*, double&&) [23]
                0.01    0.01 3600000/17410887     std::vector<int, std::allocator<int> >::vector(std::vector<int, std::allocator<int> > const&) <cycle 2> [12]
-----------------------------------------------
                0.00    0.00  600000/6000000     std::vector<double, std::allocator<double> >::end() [79]
                0.01    0.00 2400000/6000000     std::vector<double, std::allocator<double> >::begin() [17]
                0.01    0.00 3000000/6000000     std::vector<int, std::allocator<int> >::vector(unsigned long, int const&, std::allocator<int> const&) [14]
[24]     2.9    0.02    0.00 6000000         std::_Vector_base<int, std::allocator<int> >::~_Vector_base() [24]
                0.00    0.00       2/601056      std::_Vector_base<int, std::allocator<int> >::_M_create_storage(unsigned long) <cycle 3> [127]
-----------------------------------------------
                             1201050             __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > std::__find_if<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__ops::_Iter_equals_val<int const> >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__ops::_Iter_equals_val<int const>, std::random_access_iterator_tag) <cycle 2> [25]
                             1201050             std::vector<int, std::allocator<int> >::_M_range_check(unsigned long) const <cycle 2> [114]
                0.00    0.00 1201050/17410887     __gnu_cxx::__alloc_traits<std::allocator<double> >::_S_select_on_copy(std::allocator<double> const&) [62]
                0.00    0.00 1201050/17410887     std::vector<double, std::allocator<double> >::begin() const [31]
                0.00    0.00 1201052/17410887     std::_Vector_base<double, std::allocator<double> >::_M_deallocate(double*, unsigned long) [30]
[25]     2.9    0.02    0.00 4804202+1201050 __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > std::__find_if<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__ops::_Iter_equals_val<int const> >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__ops::_Iter_equals_val<int const>, std::random_access_iterator_tag) <cycle 2> [25]
                0.00    0.00 2404033/3605695     __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::difference_type __gnu_cxx::operator-<int*, std::vector<int, std::allocator<int> > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&) [116]
                                1372             void std::vector<double, std::allocator<double> >::emplace_back<double>(double&&) <cycle 2> [102]
                             1201050             __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > std::__find_if<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__ops::_Iter_equals_val<int const> >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__ops::_Iter_equals_val<int const>, std::random_access_iterator_tag) <cycle 2> [25]
-----------------------------------------------
                0.00    0.01 1201052/4202104     std::_Vector_base<double, std::allocator<double> >::_M_get_Tp_allocator() [70]
                0.00    0.01 3001052/4202104     std::_Vector_base<double, std::allocator<double> >::~_Vector_base() [37]
[26]     2.9    0.00    0.02 4202104         std::_Vector_base<double, std::allocator<double> >::_Vector_impl::_Vector_impl() [26]
                0.02    0.00 3001052/3001052     int* std::uninitialized_copy<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*) [27]
-----------------------------------------------
                0.02    0.00 3001052/3001052     std::_Vector_base<double, std::allocator<double> >::_Vector_impl::_Vector_impl() [26]
[27]     2.9    0.02    0.00 3001052         int* std::uninitialized_copy<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*) [27]
                0.00    0.00 2401052/4802104     double* std::__uninitialized_copy<true>::__uninit_copy<__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*>(__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*) [113]
-----------------------------------------------
                                                 <spontaneous>
[28]     2.8    0.00    0.02                 std::vector<int, std::allocator<int> >::at(unsigned long) [28]
                0.01    0.00 1201050/3602106     std::vector<double, std::allocator<double> >::~vector() [21]
                0.00    0.00 1201050/17410887     std::vector<int, std::allocator<int> >::vector(std::vector<int, std::allocator<int> > const&) <cycle 2> [12]
                0.00    0.00 1201050/4803158     std::_Vector_base<double, std::allocator<double> >::~_Vector_base() [37]
                0.00    0.00 1201050/9603156     std::_Vector_base<double, std::allocator<double> >::_Vector_base() [110]
-----------------------------------------------
                0.01    0.01 1200000/1200000     std::back_insert_iterator<std::vector<double, std::allocator<double> > > std::transform<__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, std::back_insert_iterator<std::vector<double, std::allocator<double> > >, vectors_distance(std::vector<double, std::allocator<double> >, std::vector<double, std::allocator<double> >)::{lambda(double, double)#1}>(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, std::back_insert_iterator<std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, vectors_distance(std::vector<double, std::allocator<double> >, std::vector<double, std::allocator<double> >)::{lambda(double, double)#1}, vectors_distance(std::vector<double, std::allocator<double> >, std::vector<double, std::allocator<double> >)::{lambda(double, double)#1}) [7]
[29]     2.5    0.01    0.01 1200000         __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >::operator++() [29]
                0.01    0.00 1200000/7200000     bool __gnu_cxx::operator!=<double*, std::vector<double, std::allocator<double> > >(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > > const&, __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > > const&) [9]
-----------------------------------------------
                                                 <spontaneous>
[30]     2.5    0.01    0.01                 std::_Vector_base<double, std::allocator<double> >::_M_deallocate(double*, unsigned long) [30]
                0.00    0.00 1201052/17410887     __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > std::__find_if<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__ops::_Iter_equals_val<int const> >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__ops::_Iter_equals_val<int const>, std::random_access_iterator_tag) <cycle 2> [25]
-----------------------------------------------
                0.01    0.01 1201050/1201050     std::vector<double, std::allocator<double> >::vector(std::vector<double, std::allocator<double> > const&) [10]
[31]     2.5    0.01    0.01 1201050         std::vector<double, std::allocator<double> >::begin() const [31]
                0.00    0.00 1201050/17410887     __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > std::__find_if<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__ops::_Iter_equals_val<int const> >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__ops::_Iter_equals_val<int const>, std::random_access_iterator_tag) <cycle 2> [25]
-----------------------------------------------
                0.01    0.01 2401052/2401052     __gnu_cxx::new_allocator<int>::new_allocator(__gnu_cxx::new_allocator<int> const&) [33]
[32]     2.4    0.01    0.01 2401052         double* std::copy<__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*>(__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*) [32]
                0.01    0.00 2401652/4801652     double* std::__copy_move_a2<false, __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*>(__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*) [39]
-----------------------------------------------
                                                 <spontaneous>
[33]     2.4    0.00    0.02                 __gnu_cxx::new_allocator<int>::new_allocator(__gnu_cxx::new_allocator<int> const&) [33]
                0.01    0.01 2401052/2401052     double* std::copy<__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*>(__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*) [32]
-----------------------------------------------
                                                 <spontaneous>
[34]     2.3    0.01    0.01                 std::vector<double, std::allocator<double> >::vector() [34]
                0.01    0.01 1801052/17410887     std::vector<int, std::allocator<int> >::vector(std::vector<int, std::allocator<int> > const&) <cycle 2> [12]
                0.00    0.00 1801052/9603156     std::_Vector_base<double, std::allocator<double> >::_Vector_base() [110]
-----------------------------------------------
                0.01    0.00    1200/1200        __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::operator*() const [36]
[35]     2.1    0.01    0.00    1200         void std::allocator_traits<std::allocator<double> >::destroy<double>(std::allocator<double>&, double*) [35]
                0.00    0.00 2402100/3603150     std::move_iterator<double*> std::__make_move_if_noexcept_iterator<double, std::move_iterator<double*> >(double*) [67]
-----------------------------------------------
                                                 <spontaneous>
[36]     2.1    0.00    0.01                 __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::operator*() const [36]
                0.01    0.00    1200/1200        void std::allocator_traits<std::allocator<double> >::destroy<double>(std::allocator<double>&, double*) [35]
-----------------------------------------------
                0.00    0.00       2/4803158     std::allocator<double>::~allocator() [103]
                0.00    0.00 1201050/4803158     std::vector<int, std::allocator<int> >::at(unsigned long) [28]
                0.00    0.01 3602106/4803158     std::vector<double, std::allocator<double> >::~vector() [21]
[37]     2.1    0.00    0.01 4803158         std::_Vector_base<double, std::allocator<double> >::~_Vector_base() [37]
                0.00    0.01 3001052/4202104     std::_Vector_base<double, std::allocator<double> >::_Vector_impl::_Vector_impl() [26]
-----------------------------------------------
                                                 <spontaneous>
[38]     2.0    0.00    0.01                 double&& std::forward<double>(std::remove_reference<double>::type&) [38]
                0.01    0.00 1200000/2400000     std::vector<double, std::allocator<double> >::begin() [17]
                0.00    0.00 1200000/4800000     std::_Vector_base<int, std::allocator<int> >::_M_allocate(unsigned long) [99]
-----------------------------------------------
                0.00    0.00 2400000/4801652     int const* std::__niter_base<int const*, std::vector<int, std::allocator<int> > >(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >) [69]
                0.01    0.00 2401652/4801652     double* std::copy<__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*>(__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*) [32]
[39]     1.9    0.01    0.00 4801652         double* std::__copy_move_a2<false, __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*>(__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*) [39]
                0.00    0.00    1200/1200        double* std::__uninitialized_copy_a<std::move_iterator<double*>, double*, double>(std::move_iterator<double*>, std::move_iterator<double*>, double*, std::allocator<double>&) [76]
                0.00    0.00     600/604         __gnu_cxx::new_allocator<std::vector<double, std::allocator<double> > >::max_size() const [141]
                0.00    0.00     600/600         double const* std::__niter_base<double const*, std::vector<double, std::allocator<double> > >(__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >) [157]
-----------------------------------------------
                             2400000             void std::vector<double, std::allocator<double> >::_M_realloc_insert<double>(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, double&&) <cycle 2> [11]
                0.00    0.00 1200000/17410887     void std::allocator_traits<std::allocator<double> >::construct<double, double>(std::allocator<double>&, double*, double&&) [16]
[40]     1.7    0.00    0.01 3600000         std::vector<double, std::allocator<double> >::_M_check_len(unsigned long, char const*) const <cycle 2> [40]
                0.00    0.01 4800000/4800000     int* std::__niter_base<int*>(int*) [68]
                0.00    0.00 2400000/13200000     std::_Vector_base<int, std::allocator<int> >::_M_deallocate(int*, unsigned long) [19]
                0.00    0.00 1200000/1200000     std::allocator_traits<std::allocator<int> >::select_on_container_copy_construction(std::allocator<int> const&) [126]
                             1200000             std::vector<int, std::allocator<int> >::vector(std::vector<int, std::allocator<int> > const&) <cycle 2> [12]
                             1200000             __gnu_cxx::new_allocator<int>::max_size() const <cycle 2> [120]
-----------------------------------------------
                                                 <spontaneous>
[41]     1.6    0.00    0.01                 std::_Vector_base<double, std::allocator<double> >::_Vector_impl::~_Vector_impl() [41]
                0.01    0.01 1801052/17410887     std::vector<int, std::allocator<int> >::vector(std::vector<int, std::allocator<int> > const&) <cycle 2> [12]
                0.00    0.00 1801052/3001052     int* std::__uninitialized_copy_a<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*, int>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*, std::allocator<int>&) [117]
-----------------------------------------------
[42]     1.4    0.00    0.01  601056+4062    <cycle 3 as a whole> [42]
                0.00    0.01     602             __gnu_cxx::__enable_if<std::__is_scalar<double>::__value, double*>::__type std::__fill_n_a<double*, unsigned long, double>(double*, unsigned long, double const&) <cycle 3> [51]
                0.00    0.00  602102             std::_Vector_base<int, std::allocator<int> >::_M_create_storage(unsigned long) <cycle 3> [127]
                0.00    0.00    1206             std::vector<double, std::allocator<double> >* std::__uninitialized_fill_n<false>::__uninit_fill_n<std::vector<double, std::allocator<double> >*, unsigned long, std::vector<double, std::allocator<double> > >(std::vector<double, std::allocator<double> >*, unsigned long, std::vector<double, std::allocator<double> > const&) <cycle 3> [135]
