Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  us/call  us/call  name    
                0.00    0.50 1200000/1200000     std::back_insert_iterator<std::vector<double, std::allocator<double> > >::operator=(double&&) [4]
                0.01    0.01 1800000/3600000     bool __gnu_cxx::operator!=<double*, std::vector<double, std::allocator<double> > >(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > > const&, __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > > const&) [22]
                0.00    0.00 2400000/3600000     __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >::operator*() const [101]
                0.00    0.00 2400000/3600000     __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >::operator++() [100]
                0.00    0.00 1200000/1200000     vectors_distance(std::vector<double, std::allocator<double> >, std::vector<double, std::allocator<double> >)::{lambda(double, double)#1}::operator()(double, double) const [123]
                0.00    0.00 1200000/1200000     std::back_insert_iterator<std::vector<double, std::allocator<double> > >::operator*() [120]
                0.00    0.00 1200000/1200000     std::back_insert_iterator<std::vector<double, std::allocator<double> > >::operator++() [121]
-----------------------------------------------
                0.00    0.50 1200000/1200000     std::back_insert_iterator<std::vector<double, std::allocator<double> > > std::transform<__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, std::back_insert_iterator<std::vector<double, std::allocator<double> > >, vectors_distance(std::vector<double, std::allocator<double> >, std::vector<double, std::allocator<double> >)::{lambda(double, double)#1}>(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, std::back_insert_iterator<std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, vectors_distance(std::vector<double, std::allocator<double> >, std::vector<double, std::allocator<double> >)::{lambda(double, double)#1}, vectors_distance(std::vector<double, std::allocator<double> >, std::vector<double, std::allocator<double> >)::{lambda(double, double)#1}) [3]
[4]     58.5    0.00    0.50 1200000         std::back_insert_iterator<std::vector<double, std::allocator<double> > >::operator=(double&&) [4]
                0.00    0.50 1200000/1200000     std::vector<double, std::allocator<double> >::push_back(double&&) [6]
                0.00    0.00 1200000/2400000     std::remove_reference<double&>::type&& std::move<double&>(double&) [114]
-----------------------------------------------
                0.00    0.50 1200000/1200000     std::vector<double, std::allocator<double> >::push_back(double&&) [6]
[5]     58.5    0.00    0.50 1200000         void std::vector<double, std::allocator<double> >::emplace_back<double>(double&&) [5]
                0.06    0.43 1200000/1200000     void std::vector<double, std::allocator<double> >::_M_realloc_insert<double>(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, double&&) [7]
                0.01    0.00 1200000/2400000     std::vector<double, std::allocator<double> >::end() [45]
                0.00    0.00 1200000/4800000     double&& std::forward<double>(std::remove_reference<double>::type&) [40]
-----------------------------------------------
                0.00    0.50 1200000/1200000     std::back_insert_iterator<std::vector<double, std::allocator<double> > >::operator=(double&&) [4]
[6]     58.5    0.00    0.50 1200000         std::vector<double, std::allocator<double> >::push_back(double&&) [6]
                0.00    0.50 1200000/1200000     void std::vector<double, std::allocator<double> >::emplace_back<double>(double&&) [5]
                0.00    0.00 1200000/2400000     std::remove_reference<double&>::type&& std::move<double&>(double&) [114]
-----------------------------------------------
                0.06    0.43 1200000/1200000     void std::vector<double, std::allocator<double> >::emplace_back<double>(double&&) [5]
[7]     57.6    0.06    0.43 1200000         void std::vector<double, std::allocator<double> >::_M_realloc_insert<double>(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, double&&) [7]
                0.02    0.32 2400000/2400000     double* std::__uninitialized_move_if_noexcept_a<double*, double*, std::allocator<double> >(double*, double*, double*, std::allocator<double>&) [8]
                0.01    0.02 1200000/1200000     std::vector<double, std::allocator<double> >::_M_check_len(unsigned long, char const*) const [28]
                0.02    0.00 3600000/6602104     std::_Vector_base<double, std::allocator<double> >::_M_get_Tp_allocator() [25]
                0.00    0.01 1200000/3001052     std::_Vector_base<double, std::allocator<double> >::_M_deallocate(double*, unsigned long) [24]
                0.01    0.00 2400000/12000000     __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >::base() const [21]
                0.01    0.00 1200000/3000000     std::vector<double, std::allocator<double> >::begin() [30]
                0.00    0.01 1200000/1200000     __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >::difference_type __gnu_cxx::operator-<double*, std::vector<double, std::allocator<double> > >(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > > const&, __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > > const&) [52]
                0.00    0.01 1200000/1200000     void std::allocator_traits<std::allocator<double> >::construct<double, double>(std::allocator<double>&, double*, double&&) [57]
                0.00    0.00 1200000/4800000     double&& std::forward<double>(std::remove_reference<double>::type&) [40]
                0.00    0.00 1200000/2401052     std::_Vector_base<double, std::allocator<double> >::_M_allocate(unsigned long) [109]
                0.00    0.00 1200000/3001052     void std::_Destroy<double*, double>(double*, double*, std::allocator<double>&) [106]
-----------------------------------------------
                0.02    0.32 2400000/2400000     void std::vector<double, std::allocator<double> >::_M_realloc_insert<double>(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, double&&) [7]
[8]     40.4    0.02    0.32 2400000         double* std::__uninitialized_move_if_noexcept_a<double*, double*, std::allocator<double> >(double*, double*, double*, std::allocator<double>&) [8]
                0.01    0.15 2400000/2400000     double* std::__uninitialized_copy_a<std::move_iterator<double*>, double*, double>(std::move_iterator<double*>, std::move_iterator<double*>, double*, std::allocator<double>&) [9]
                0.15    0.01 4800000/4800000     std::move_iterator<double*> std::__make_move_if_noexcept_iterator<double, std::move_iterator<double*> >(double*) [10]
-----------------------------------------------
                0.01    0.15 2400000/2400000     double* std::__uninitialized_move_if_noexcept_a<double*, double*, std::allocator<double> >(double*, double*, double*, std::allocator<double>&) [8]
[9]     19.2    0.01    0.15 2400000         double* std::__uninitialized_copy_a<std::move_iterator<double*>, double*, double>(std::move_iterator<double*>, std::move_iterator<double*>, double*, std::allocator<double>&) [9]
                0.07    0.08 2400000/2400000     double* std::uninitialized_copy<std::move_iterator<double*>, double*>(std::move_iterator<double*>, std::move_iterator<double*>, double*) [11]
-----------------------------------------------
                0.15    0.01 4800000/4800000     double* std::__uninitialized_move_if_noexcept_a<double*, double*, std::allocator<double> >(double*, double*, double*, std::allocator<double>&) [8]
[10]    18.8    0.15    0.01 4800000         std::move_iterator<double*> std::__make_move_if_noexcept_iterator<double, std::move_iterator<double*> >(double*) [10]
                0.01    0.00 4800000/4800000     std::move_iterator<double*>::move_iterator(double*) [38]
-----------------------------------------------
                0.07    0.08 2400000/2400000     double* std::__uninitialized_copy_a<std::move_iterator<double*>, double*, double>(std::move_iterator<double*>, std::move_iterator<double*>, double*, std::allocator<double>&) [9]
[11]    18.1    0.07    0.08 2400000         double* std::uninitialized_copy<std::move_iterator<double*>, double*>(std::move_iterator<double*>, std::move_iterator<double*>, double*) [11]
                0.02    0.07 2400000/2400000     double* std::__uninitialized_copy<true>::__uninit_copy<std::move_iterator<double*>, double*>(std::move_iterator<double*>, std::move_iterator<double*>, double*) [14]
-----------------------------------------------
                0.00    0.00    1050/1201050     void std::_Construct<std::vector<double, std::allocator<double> >, std::vector<double, std::allocator<double> > const&>(std::vector<double, std::allocator<double> >*, std::vector<double, std::allocator<double> > const&) [79]
                0.02    0.12 1200000/1201050     main [1]
[12]    16.6    0.02    0.12 1201050         std::vector<double, std::allocator<double> >::vector(std::vector<double, std::allocator<double> > const&) [12]
                0.02    0.04 1201050/1201050     double* std::__uninitialized_copy_a<__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*, double>(__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*, std::allocator<double>&) [16]
                0.01    0.01 1201050/1201050     std::vector<double, std::allocator<double> >::begin() const [34]
                0.01    0.01 1201050/1201052     std::_Vector_base<double, std::allocator<double> >::_Vector_base(unsigned long, std::allocator<double> const&) [35]
                0.00    0.01 1201050/1201050     std::vector<double, std::allocator<double> >::end() const [46]
                0.01    0.00 1201050/6602104     std::_Vector_base<double, std::allocator<double> >::_M_get_Tp_allocator() [25]
                0.00    0.01 1201050/1201050     __gnu_cxx::__alloc_traits<std::allocator<double> >::_S_select_on_copy(std::allocator<double> const&) [68]
                0.00    0.00 1201050/6001050     std::vector<double, std::allocator<double> >::size() const [29]
                0.00    0.00 1201050/3601050     std::_Vector_base<double, std::allocator<double> >::_M_get_Tp_allocator() const [99]
                0.00    0.00 1201050/3002104     std::allocator<double>::~allocator() [103]
-----------------------------------------------
                0.00    0.00       2/1801052     __static_initialization_and_destruction_0(int, int) [72]
                0.00    0.00    1050/1801052     void std::_Destroy<std::vector<double, std::allocator<double> > >(std::vector<double, std::allocator<double> >*) [84]
                0.01    0.02  600000/1801052     vectors_distance(std::vector<double, std::allocator<double> >, std::vector<double, std::allocator<double> >) [2]
                0.01    0.04 1200000/1801052     main [1]
[13]    10.1    0.02    0.07 1801052         std::vector<double, std::allocator<double> >::~vector() [13]
                0.04    0.02 1801052/1801052     std::_Vector_base<double, std::allocator<double> >::~_Vector_base() [17]
                0.01    0.00 1801052/6602104     std::_Vector_base<double, std::allocator<double> >::_M_get_Tp_allocator() [25]
                0.00    0.00 1801052/3001052     void std::_Destroy<double*, double>(double*, double*, std::allocator<double>&) [106]
-----------------------------------------------
                0.02    0.07 2400000/2400000     double* std::uninitialized_copy<std::move_iterator<double*>, double*>(std::move_iterator<double*>, std::move_iterator<double*>, double*) [11]
[14]     9.8    0.02    0.07 2400000         double* std::__uninitialized_copy<true>::__uninit_copy<std::move_iterator<double*>, double*>(std::move_iterator<double*>, std::move_iterator<double*>, double*) [14]
                0.01    0.06 2400000/2400000     double* std::copy<std::move_iterator<double*>, double*>(std::move_iterator<double*>, std::move_iterator<double*>, double*) [15]
-----------------------------------------------
                0.01    0.06 2400000/2400000     double* std::__uninitialized_copy<true>::__uninit_copy<std::move_iterator<double*>, double*>(std::move_iterator<double*>, std::move_iterator<double*>, double*) [14]
[15]     8.1    0.01    0.06 2400000         double* std::copy<std::move_iterator<double*>, double*>(std::move_iterator<double*>, std::move_iterator<double*>, double*) [15]
                0.02    0.03 2400000/2400000     double* std::__copy_move_a2<true, double*, double*>(double*, double*, double*) [18]
                0.00    0.02 4800000/4800000     decltype (__miter_base(({parm#1}.base)())) std::__miter_base<double*>(std::move_iterator<double*>) [36]
-----------------------------------------------
                0.02    0.04 1201050/1201050     std::vector<double, std::allocator<double> >::vector(std::vector<double, std::allocator<double> > const&) [12]
[16]     7.2    0.02    0.04 1201050         double* std::__uninitialized_copy_a<__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*, double>(__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*, std::allocator<double>&) [16]
                0.00    0.04 1201050/1201050     double* std::uninitialized_copy<__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*>(__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*) [20]
-----------------------------------------------
                0.04    0.02 1801052/1801052     std::vector<double, std::allocator<double> >::~vector() [13]
[17]     6.8    0.04    0.02 1801052         std::_Vector_base<double, std::allocator<double> >::~_Vector_base() [17]
                0.01    0.01 1801052/3001052     std::_Vector_base<double, std::allocator<double> >::_M_deallocate(double*, unsigned long) [24]
                0.00    0.00 1801052/1801052     std::_Vector_base<double, std::allocator<double> >::_Vector_impl::~_Vector_impl() [115]
-----------------------------------------------
                0.02    0.03 2400000/2400000     double* std::copy<std::move_iterator<double*>, double*>(std::move_iterator<double*>, std::move_iterator<double*>, double*) [15]
[18]     5.1    0.02    0.03 2400000         double* std::__copy_move_a2<true, double*, double*>(double*, double*, double*) [18]
                0.02    0.00 2400000/2400000     double* std::__copy_move_a<true, double*, double*>(double*, double*, double*) [33]
                0.01    0.00 7200000/8401052     double* std::__niter_base<double*>(double*) [37]
-----------------------------------------------
                0.01    0.03 1201050/1201050     double* std::uninitialized_copy<__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*>(__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*) [20]
[19]     4.9    0.01    0.03 1201050         double* std::__uninitialized_copy<true>::__uninit_copy<__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*>(__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*) [19]
                0.00    0.03 1201050/1201050     double* std::copy<__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*>(__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*) [23]
-----------------------------------------------
                0.00    0.04 1201050/1201050     double* std::__uninitialized_copy_a<__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*, double>(__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*, std::allocator<double>&) [16]
[20]     4.9    0.00    0.04 1201050         double* std::uninitialized_copy<__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*>(__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*) [20]
                0.01    0.03 1201050/1201050     double* std::__uninitialized_copy<true>::__uninit_copy<__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*>(__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*) [19]
-----------------------------------------------
                0.01    0.00 2400000/12000000     void std::vector<double, std::allocator<double> >::_M_realloc_insert<double>(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, double&&) [7]
                0.01    0.00 2400000/12000000     __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >::difference_type __gnu_cxx::operator-<double*, std::vector<double, std::allocator<double> > >(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > > const&, __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > > const&) [52]
                0.02    0.00 7200000/12000000     bool __gnu_cxx::operator!=<double*, std::vector<double, std::allocator<double> > >(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > > const&, __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > > const&) [22]
[21]     4.7    0.04    0.00 12000000         __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >::base() const [21]
-----------------------------------------------
                0.01    0.01 1800000/3600000     std::back_insert_iterator<std::vector<double, std::allocator<double> > > std::transform<__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, std::back_insert_iterator<std::vector<double, std::allocator<double> > >, vectors_distance(std::vector<double, std::allocator<double> >, std::vector<double, std::allocator<double> >)::{lambda(double, double)#1}>(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, std::back_insert_iterator<std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, vectors_distance(std::vector<double, std::allocator<double> >, std::vector<double, std::allocator<double> >)::{lambda(double, double)#1}, vectors_distance(std::vector<double, std::allocator<double> >, std::vector<double, std::allocator<double> >)::{lambda(double, double)#1}) [3]
                0.01    0.01 1800000/3600000     double std::accumulate<__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, double>(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, double) [26]
[22]     4.0    0.01    0.02 3600000         bool __gnu_cxx::operator!=<double*, std::vector<double, std::allocator<double> > >(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > > const&, __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > > const&) [22]
                0.02    0.00 7200000/12000000     __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >::base() const [21]
-----------------------------------------------
                0.00    0.03 1201050/1201050     double* std::__uninitialized_copy<true>::__uninit_copy<__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*>(__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*) [19]
[23]     3.7    0.00    0.03 1201050         double* std::copy<__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*>(__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*) [23]
                0.01    0.02 1201050/1201050     double* std::__copy_move_a2<false, __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*>(__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*) [27]
                0.01    0.00 2402100/2402100     __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > > std::__miter_base<__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > > >(__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >) [55]
-----------------------------------------------
                0.00    0.01 1200000/3001052     void std::vector<double, std::allocator<double> >::_M_realloc_insert<double>(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, double&&) [7]
                0.01    0.01 1801052/3001052     std::_Vector_base<double, std::allocator<double> >::~_Vector_base() [17]
[24]     3.5    0.01    0.02 3001052         std::_Vector_base<double, std::allocator<double> >::_M_deallocate(double*, unsigned long) [24]
                0.01    0.01 2401052/2401052     std::allocator_traits<std::allocator<double> >::deallocate(std::allocator<double>&, double*, unsigned long) [32]
-----------------------------------------------
                0.00    0.00       2/6602104     std::vector<double, std::allocator<double> >::_M_fill_initialize(unsigned long, double const&) [86]
                0.01    0.00 1201050/6602104     std::vector<double, std::allocator<double> >::vector(std::vector<double, std::allocator<double> > const&) [12]
                0.01    0.00 1801052/6602104     std::vector<double, std::allocator<double> >::~vector() [13]
                0.02    0.00 3600000/6602104     void std::vector<double, std::allocator<double> >::_M_realloc_insert<double>(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, double&&) [7]
[25]     3.5    0.03    0.00 6602104         std::_Vector_base<double, std::allocator<double> >::_M_get_Tp_allocator() [25]
-----------------------------------------------
                0.01    0.02  600000/600000      vectors_distance(std::vector<double, std::allocator<double> >, std::vector<double, std::allocator<double> >) [2]
[26]     3.2    0.01    0.02  600000         double std::accumulate<__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, double>(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, double) [26]
                0.01    0.01 1800000/3600000     bool __gnu_cxx::operator!=<double*, std::vector<double, std::allocator<double> > >(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > > const&, __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > > const&) [22]
                0.00    0.00 1200000/3600000     __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >::operator*() const [101]
                0.00    0.00 1200000/3600000     __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >::operator++() [100]
-----------------------------------------------
                0.01    0.02 1201050/1201050     double* std::copy<__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*>(__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*) [23]
[27]     3.1    0.01    0.02 1201050         double* std::__copy_move_a2<false, __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*>(__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*) [27]
                0.01    0.00 2402100/2402100     double const* std::__niter_base<double const*, std::vector<double, std::allocator<double> > >(__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >) [43]
                0.01    0.00 1201050/1201050     double* std::__copy_move_a<false, double const*, double*>(double const*, double const*, double*) [56]
                0.00    0.00 1201050/8401052     double* std::__niter_base<double*>(double*) [37]
-----------------------------------------------
                0.01    0.02 1200000/1200000     void std::vector<double, std::allocator<double> >::_M_realloc_insert<double>(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, double&&) [7]
[28]     3.1    0.01    0.02 1200000         std::vector<double, std::allocator<double> >::_M_check_len(unsigned long, char const*) const [28]
                0.02    0.00 4800000/6001050     std::vector<double, std::allocator<double> >::size() const [29]
                0.00    0.00 2400000/2400000     std::vector<double, std::allocator<double> >::max_size() const [111]
                0.00    0.00 1200000/1200000     unsigned long const& std::max<unsigned long>(unsigned long const&, unsigned long const&) [122]
-----------------------------------------------
                0.00    0.00 1201050/6001050     std::vector<double, std::allocator<double> >::vector(std::vector<double, std::allocator<double> > const&) [12]
                0.02    0.00 4800000/6001050     std::vector<double, std::allocator<double> >::_M_check_len(unsigned long, char const*) const [28]
[29]     2.4    0.02    0.00 6001050         std::vector<double, std::allocator<double> >::size() const [29]
-----------------------------------------------
                0.01    0.00 1200000/3000000     void std::vector<double, std::allocator<double> >::_M_realloc_insert<double>(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, double&&) [7]
                0.01    0.00 1800000/3000000     vectors_distance(std::vector<double, std::allocator<double> >, std::vector<double, std::allocator<double> >) [2]
[30]     2.4    0.02    0.00 3000000         std::vector<double, std::allocator<double> >::begin() [30]
                0.00    0.00 3000000/5400000     __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >::__normal_iterator(double* const&) [97]
-----------------------------------------------
                0.01    0.00 1201050/2402100     std::vector<double, std::allocator<double> >::begin() const [34]
                0.01    0.00 1201050/2402100     std::vector<double, std::allocator<double> >::end() const [46]
[31]     2.4    0.02    0.00 2402100         __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >::__normal_iterator(double const* const&) [31]
-----------------------------------------------
                0.01    0.01 2401052/2401052     std::_Vector_base<double, std::allocator<double> >::_M_deallocate(double*, unsigned long) [24]
[32]     2.4    0.01    0.01 2401052         std::allocator_traits<std::allocator<double> >::deallocate(std::allocator<double>&, double*, unsigned long) [32]
                0.01    0.00 2401052/2401052     __gnu_cxx::new_allocator<double>::deallocate(double*, unsigned long) [44]
-----------------------------------------------
                0.02    0.00 2400000/2400000     double* std::__copy_move_a2<true, double*, double*>(double*, double*, double*) [18]
[33]     2.4    0.02    0.00 2400000         double* std::__copy_move_a<true, double*, double*>(double*, double*, double*) [33]
                0.00    0.00 2400000/2400000     double* std::__copy_move<true, true, std::random_access_iterator_tag>::__copy_m<double>(double const*, double const*, double*) [112]
-----------------------------------------------
                0.01    0.01 1201050/1201050     std::vector<double, std::allocator<double> >::vector(std::vector<double, std::allocator<double> > const&) [12]
[34]     2.4    0.01    0.01 1201050         std::vector<double, std::allocator<double> >::begin() const [34]
                0.01    0.00 1201050/2402100     __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >::__normal_iterator(double const* const&) [31]
-----------------------------------------------
                0.00    0.00       2/1201052     std::vector<double, std::allocator<double> >::vector(unsigned long, double const&, std::allocator<double> const&) [85]
                0.01    0.01 1201050/1201052     std::vector<double, std::allocator<double> >::vector(std::vector<double, std::allocator<double> > const&) [12]
[35]     1.8    0.01    0.01 1201052         std::_Vector_base<double, std::allocator<double> >::_Vector_base(unsigned long, std::allocator<double> const&) [35]
                0.00    0.01 1201052/1201052     std::_Vector_base<double, std::allocator<double> >::_Vector_impl::_Vector_impl(std::allocator<double> const&) [53]
                0.00    0.00 1201052/1201052     std::_Vector_base<double, std::allocator<double> >::_M_create_storage(unsigned long) [117]
-----------------------------------------------
                0.00    0.02 4800000/4800000     double* std::copy<std::move_iterator<double*>, double*>(std::move_iterator<double*>, std::move_iterator<double*>, double*) [15]
[36]     1.8    0.00    0.02 4800000         decltype (__miter_base(({parm#1}.base)())) std::__miter_base<double*>(std::move_iterator<double*>) [36]
                0.01    0.00 4800000/4800000     double* std::__miter_base<double*>(double*) [39]
                0.01    0.00 4800000/4800000     std::move_iterator<double*>::base() const [54]
-----------------------------------------------
                0.00    0.00       2/8401052     double* std::fill_n<double*, unsigned long, double>(double*, unsigned long, double const&) [90]
                0.00    0.00 1201050/8401052     double* std::__copy_move_a2<false, __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*>(__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*) [27]
                0.01    0.00 7200000/8401052     double* std::__copy_move_a2<true, double*, double*>(double*, double*, double*) [18]
[37]     1.2    0.01    0.00 8401052         double* std::__niter_base<double*>(double*) [37]
-----------------------------------------------
                0.01    0.00 4800000/4800000     std::move_iterator<double*> std::__make_move_if_noexcept_iterator<double, std::move_iterator<double*> >(double*) [10]
[38]     1.2    0.01    0.00 4800000         std::move_iterator<double*>::move_iterator(double*) [38]
-----------------------------------------------
                0.01    0.00 4800000/4800000     decltype (__miter_base(({parm#1}.base)())) std::__miter_base<double*>(std::move_iterator<double*>) [36]
[39]     1.2    0.01    0.00 4800000         double* std::__miter_base<double*>(double*) [39]
-----------------------------------------------
                0.00    0.00 1200000/4800000     void std::vector<double, std::allocator<double> >::emplace_back<double>(double&&) [5]
                0.00    0.00 1200000/4800000     void std::allocator_traits<std::allocator<double> >::construct<double, double>(std::allocator<double>&, double*, double&&) [57]
                0.00    0.00 1200000/4800000     void std::vector<double, std::allocator<double> >::_M_realloc_insert<double>(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, double&&) [7]
                0.00    0.00 1200000/4800000     void __gnu_cxx::new_allocator<double>::construct<double, double>(double*, double&&) [70]
[40]     1.2    0.01    0.00 4800000         double&& std::forward<double>(std::remove_reference<double>::type&) [40]
-----------------------------------------------
                0.01    0.00 2402102/2402102     std::allocator<double>::allocator(std::allocator<double> const&) [42]
[41]     1.2    0.01    0.00 2402102         __gnu_cxx::new_allocator<double>::new_allocator(__gnu_cxx::new_allocator<double> const&) [41]
-----------------------------------------------
                0.00    0.01 1201050/2402102     std::allocator_traits<std::allocator<double> >::select_on_container_copy_construction(std::allocator<double> const&) [69]
                0.00    0.01 1201052/2402102     std::_Vector_base<double, std::allocator<double> >::_Vector_impl::_Vector_impl(std::allocator<double> const&) [53]
[42]     1.2    0.00    0.01 2402102         std::allocator<double>::allocator(std::allocator<double> const&) [42]
