Flat profile:

Each sample counts as 0.01 seconds.
 no time accumulated

  %   cumulative   self              self     total           
 time   seconds   seconds    calls  Ts/call  Ts/call  name    
[19]     0.0    0.00    0.00      20         __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > > std::__miter_base<__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > > >(__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >) [19]
-----------------------------------------------
                0.00    0.00      20/20          double* std::__copy_move_a2<false, __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*>(__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*) [57]
[20]     0.0    0.00    0.00      20         double const* std::__niter_base<double const*, std::vector<double, std::allocator<double> > >(__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >) [20]
                0.00    0.00      20/20          __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >::base() const [17]
-----------------------------------------------
                0.00    0.00       6/17          int const* std::__niter_base<int const*, std::vector<int, std::allocator<int> > >(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >) [70]
                0.00    0.00      11/17          bool __gnu_cxx::operator!=<int const*, int*, std::vector<int, std::allocator<int> > >(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > > const&, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&) [27]
[21]     0.0    0.00    0.00      17         __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >::base() const [21]
-----------------------------------------------
                0.00    0.00       3/16          std::vector<int, std::allocator<int> >::begin() const [93]
                0.00    0.00       3/16          std::vector<int, std::allocator<int> >::end() const [91]
                0.00    0.00      10/16          __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >::operator++(int) [45]
[22]     0.0    0.00    0.00      16         __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >::__normal_iterator(int const* const&) [22]
-----------------------------------------------
                0.00    0.00       1/12          std::vector<int, std::allocator<int> >::begin() [139]
                0.00    0.00      11/12          std::vector<int, std::allocator<int> >::end() [40]
[23]     0.0    0.00    0.00      12         __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::__normal_iterator(int* const&) [23]
-----------------------------------------------
                0.00    0.00       1/12          __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >::__normal_iterator<int*>(__gnu_cxx::__normal_iterator<int*, __gnu_cxx::__enable_if<std::__are_same<int*, int*>::__value, std::vector<int, std::allocator<int> > >::__type> const&) [114]
                0.00    0.00      11/12          bool __gnu_cxx::operator!=<int const*, int*, std::vector<int, std::allocator<int> > >(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > > const&, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&) [27]
[24]     0.0    0.00    0.00      12         __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::base() const [24]
-----------------------------------------------
                0.00    0.00      11/11          std::allocator_traits<std::allocator<double> >::deallocate(std::allocator<double>&, double*, unsigned long) [37]
[25]     0.0    0.00    0.00      11         __gnu_cxx::new_allocator<double>::deallocate(double*, unsigned long) [25]
-----------------------------------------------
                0.00    0.00      11/11          std::allocator_traits<std::allocator<double> >::allocate(std::allocator<double>&, unsigned long) [38]
[26]     0.0    0.00    0.00      11         __gnu_cxx::new_allocator<double>::allocate(unsigned long, void const*) [26]
                0.00    0.00      11/11          __gnu_cxx::new_allocator<double>::max_size() const [28]
-----------------------------------------------
                0.00    0.00      11/11          main [6]
[27]     0.0    0.00    0.00      11         bool __gnu_cxx::operator!=<int const*, int*, std::vector<int, std::allocator<int> > >(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > > const&, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&) [27]
                0.00    0.00      11/17          __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >::base() const [21]
                0.00    0.00      11/12          __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::base() const [24]
-----------------------------------------------
                0.00    0.00      11/11          __gnu_cxx::new_allocator<double>::allocate(unsigned long, void const*) [26]
[28]     0.0    0.00    0.00      11         __gnu_cxx::new_allocator<double>::max_size() const [28]
-----------------------------------------------
                0.00    0.00      11/11          void std::_Destroy<double*>(double*, double*) [42]
[29]     0.0    0.00    0.00      11         void std::_Destroy_aux<true>::__destroy<double*>(double*, double*) [29]
-----------------------------------------------
                0.00    0.00      11/11          std::_Vector_base<double, std::allocator<double> >::_M_create_storage(unsigned long) [34]
[30]     0.0    0.00    0.00      11         std::_Vector_base<double, std::allocator<double> >::_M_allocate(unsigned long) [30]
                0.00    0.00      11/11          std::allocator_traits<std::allocator<double> >::allocate(std::allocator<double>&, unsigned long) [38]
-----------------------------------------------
                0.00    0.00      11/11          std::_Vector_base<double, std::allocator<double> >::_Vector_base(unsigned long, std::allocator<double> const&) [35]
[31]     0.0    0.00    0.00      11         std::_Vector_base<double, std::allocator<double> >::_Vector_impl::_Vector_impl(std::allocator<double> const&) [31]
                0.00    0.00      11/21          std::allocator<double>::allocator(std::allocator<double> const&) [15]
-----------------------------------------------
                0.00    0.00      11/11          std::_Vector_base<double, std::allocator<double> >::~_Vector_base() [36]
[32]     0.0    0.00    0.00      11         std::_Vector_base<double, std::allocator<double> >::_Vector_impl::~_Vector_impl() [32]
                0.00    0.00      11/22          std::allocator<double>::~allocator() [12]
-----------------------------------------------
                0.00    0.00      11/11          std::_Vector_base<double, std::allocator<double> >::~_Vector_base() [36]
[33]     0.0    0.00    0.00      11         std::_Vector_base<double, std::allocator<double> >::_M_deallocate(double*, unsigned long) [33]
                0.00    0.00      11/11          std::allocator_traits<std::allocator<double> >::deallocate(std::allocator<double>&, double*, unsigned long) [37]
-----------------------------------------------
                0.00    0.00      11/11          std::_Vector_base<double, std::allocator<double> >::_Vector_base(unsigned long, std::allocator<double> const&) [35]
[34]     0.0    0.00    0.00      11         std::_Vector_base<double, std::allocator<double> >::_M_create_storage(unsigned long) [34]
                0.00    0.00      11/11          std::_Vector_base<double, std::allocator<double> >::_M_allocate(unsigned long) [30]
-----------------------------------------------
                0.00    0.00       1/11          std::vector<double, std::allocator<double> >::vector(unsigned long, double const&, std::allocator<double> const&) [137]
                0.00    0.00      10/11          std::vector<double, std::allocator<double> >::vector(std::vector<double, std::allocator<double> > const&) [54]
[35]     0.0    0.00    0.00      11         std::_Vector_base<double, std::allocator<double> >::_Vector_base(unsigned long, std::allocator<double> const&) [35]
                0.00    0.00      11/11          std::_Vector_base<double, std::allocator<double> >::_Vector_impl::_Vector_impl(std::allocator<double> const&) [31]
                0.00    0.00      11/11          std::_Vector_base<double, std::allocator<double> >::_M_create_storage(unsigned long) [34]
-----------------------------------------------
                0.00    0.00      11/11          std::vector<double, std::allocator<double> >::~vector() [39]
[36]     0.0    0.00    0.00      11         std::_Vector_base<double, std::allocator<double> >::~_Vector_base() [36]
                0.00    0.00      11/11          std::_Vector_base<double, std::allocator<double> >::_M_deallocate(double*, unsigned long) [33]
                0.00    0.00      11/11          std::_Vector_base<double, std::allocator<double> >::_Vector_impl::~_Vector_impl() [32]
-----------------------------------------------
                0.00    0.00      11/11          std::_Vector_base<double, std::allocator<double> >::_M_deallocate(double*, unsigned long) [33]
[37]     0.0    0.00    0.00      11         std::allocator_traits<std::allocator<double> >::deallocate(std::allocator<double>&, double*, unsigned long) [37]
                0.00    0.00      11/11          __gnu_cxx::new_allocator<double>::deallocate(double*, unsigned long) [25]
-----------------------------------------------
                0.00    0.00      11/11          std::_Vector_base<double, std::allocator<double> >::_M_allocate(unsigned long) [30]
[38]     0.0    0.00    0.00      11         std::allocator_traits<std::allocator<double> >::allocate(std::allocator<double>&, unsigned long) [38]
                0.00    0.00      11/11          __gnu_cxx::new_allocator<double>::allocate(unsigned long, void const*) [26]
-----------------------------------------------
                0.00    0.00       1/11          main [6]
                0.00    0.00      10/11          void std::_Destroy<std::vector<double, std::allocator<double> > >(std::vector<double, std::allocator<double> >*) [62]
[39]     0.0    0.00    0.00      11         std::vector<double, std::allocator<double> >::~vector() [39]
                0.00    0.00      11/22          std::_Vector_base<double, std::allocator<double> >::_M_get_Tp_allocator() [13]
                0.00    0.00      11/11          std::_Vector_base<double, std::allocator<double> >::~_Vector_base() [36]
                0.00    0.00      11/11          void std::_Destroy<double*, double>(double*, double*, std::allocator<double>&) [43]
-----------------------------------------------
                0.00    0.00      11/11          main [6]
[40]     0.0    0.00    0.00      11         std::vector<int, std::allocator<int> >::end() [40]
                0.00    0.00      11/12          __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::__normal_iterator(int* const&) [23]
-----------------------------------------------
                0.00    0.00       1/11          double* std::fill_n<double*, unsigned long, double>(double*, unsigned long, double const&) [149]
                0.00    0.00      10/11          double* std::__copy_move_a2<false, __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*>(__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*) [57]
[41]     0.0    0.00    0.00      11         double* std::__niter_base<double*>(double*) [41]
-----------------------------------------------
                0.00    0.00      11/11          void std::_Destroy<double*, double>(double*, double*, std::allocator<double>&) [43]
[42]     0.0    0.00    0.00      11         void std::_Destroy<double*>(double*, double*) [42]
                0.00    0.00      11/11          void std::_Destroy_aux<true>::__destroy<double*>(double*, double*) [29]
-----------------------------------------------
                0.00    0.00      11/11          std::vector<double, std::allocator<double> >::~vector() [39]
[43]     0.0    0.00    0.00      11         void std::_Destroy<double*, double>(double*, double*, std::allocator<double>&) [43]
                0.00    0.00      11/11          void std::_Destroy<double*>(double*, double*) [42]
-----------------------------------------------
                0.00    0.00      10/10          std::vector<double, std::allocator<double> >::vector(std::vector<double, std::allocator<double> > const&) [54]
[44]     0.0    0.00    0.00      10         __gnu_cxx::__alloc_traits<std::allocator<double> >::_S_select_on_copy(std::allocator<double> const&) [44]
                0.00    0.00      10/10          std::allocator_traits<std::allocator<double> >::select_on_container_copy_construction(std::allocator<double> const&) [52]
-----------------------------------------------
                0.00    0.00      10/10          main [6]
[45]     0.0    0.00    0.00      10         __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >::operator++(int) [45]
                0.00    0.00      10/16          __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >::__normal_iterator(int const* const&) [22]
-----------------------------------------------
                0.00    0.00      10/10          main [6]
[46]     0.0    0.00    0.00      10         __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >::operator*() const [46]
-----------------------------------------------
                0.00    0.00      10/10          std::vector<double, std::allocator<double> >::vector(std::vector<double, std::allocator<double> > const&) [54]
[47]     0.0    0.00    0.00      10         std::_Vector_base<double, std::allocator<double> >::_M_get_Tp_allocator() const [47]
-----------------------------------------------
                0.00    0.00      10/10          std::vector<double, std::allocator<double> >::vector(std::vector<double, std::allocator<double> > const&) [54]
[48]     0.0    0.00    0.00      10         std::vector<double, std::allocator<double> >::end() const [48]
                0.00    0.00      10/20          __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >::__normal_iterator(double const* const&) [16]
-----------------------------------------------
                0.00    0.00      10/10          std::vector<double, std::allocator<double> >::vector(std::vector<double, std::allocator<double> > const&) [54]
[49]     0.0    0.00    0.00      10         std::vector<double, std::allocator<double> >::size() const [49]
-----------------------------------------------
                0.00    0.00      10/10          std::vector<double, std::allocator<double> >::vector(std::vector<double, std::allocator<double> > const&) [54]
[50]     0.0    0.00    0.00      10         std::vector<double, std::allocator<double> >::begin() const [50]
                0.00    0.00      10/20          __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >::__normal_iterator(double const* const&) [16]
-----------------------------------------------
                0.00    0.00      10/10          double* std::__copy_move_a<false, double const*, double*>(double const*, double const*, double*) [56]
[51]     0.0    0.00    0.00      10         double* std::__copy_move<false, true, std::random_access_iterator_tag>::__copy_m<double>(double const*, double const*, double*) [51]
-----------------------------------------------
                0.00    0.00      10/10          __gnu_cxx::__alloc_traits<std::allocator<double> >::_S_select_on_copy(std::allocator<double> const&) [44]
[52]     0.0    0.00    0.00      10         std::allocator_traits<std::allocator<double> >::select_on_container_copy_construction(std::allocator<double> const&) [52]
                0.00    0.00      10/21          std::allocator<double>::allocator(std::allocator<double> const&) [15]
-----------------------------------------------
                0.00    0.00      10/10          double* std::uninitialized_copy<__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*>(__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*) [58]
[53]     0.0    0.00    0.00      10         double* std::__uninitialized_copy<true>::__uninit_copy<__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*>(__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*) [53]
                0.00    0.00      10/10          double* std::copy<__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*>(__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*) [60]
-----------------------------------------------
                0.00    0.00      10/10          void std::_Construct<std::vector<double, std::allocator<double> >, std::vector<double, std::allocator<double> > const&>(std::vector<double, std::allocator<double> >*, std::vector<double, std::allocator<double> > const&) [55]
[54]     0.0    0.00    0.00      10         std::vector<double, std::allocator<double> >::vector(std::vector<double, std::allocator<double> > const&) [54]
                0.00    0.00      10/10          std::_Vector_base<double, std::allocator<double> >::_M_get_Tp_allocator() const [47]
                0.00    0.00      10/10          __gnu_cxx::__alloc_traits<std::allocator<double> >::_S_select_on_copy(std::allocator<double> const&) [44]
                0.00    0.00      10/10          std::vector<double, std::allocator<double> >::size() const [49]
                0.00    0.00      10/11          std::_Vector_base<double, std::allocator<double> >::_Vector_base(unsigned long, std::allocator<double> const&) [35]
                0.00    0.00      10/22          std::_Vector_base<double, std::allocator<double> >::_M_get_Tp_allocator() [13]
                0.00    0.00      10/22          std::allocator<double>::~allocator() [12]
                0.00    0.00      10/10          std::vector<double, std::allocator<double> >::end() const [48]
                0.00    0.00      10/10          std::vector<double, std::allocator<double> >::begin() const [50]
                0.00    0.00      10/10          double* std::__uninitialized_copy_a<__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*, double>(__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*, std::allocator<double>&) [59]
-----------------------------------------------
                0.00    0.00      10/10          std::vector<double, std::allocator<double> >* std::__uninitialized_fill_n<false>::__uninit_fill_n<std::vector<double, std::allocator<double> >*, unsigned long, std::vector<double, std::allocator<double> > >(std::vector<double, std::allocator<double> >*, unsigned long, std::vector<double, std::allocator<double> > const&) [130]
[55]     0.0    0.00    0.00      10         void std::_Construct<std::vector<double, std::allocator<double> >, std::vector<double, std::allocator<double> > const&>(std::vector<double, std::allocator<double> >*, std::vector<double, std::allocator<double> > const&) [55]
                0.00    0.00      10/10          std::vector<double, std::allocator<double> > const& std::forward<std::vector<double, std::allocator<double> > const&>(std::remove_reference<std::vector<double, std::allocator<double> > const&>::type&) [61]
                0.00    0.00      10/10          operator new(unsigned long, void*) [63]
                0.00    0.00      10/10          std::vector<double, std::allocator<double> >::vector(std::vector<double, std::allocator<double> > const&) [54]
-----------------------------------------------
                0.00    0.00      10/10          double* std::__copy_move_a2<false, __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*>(__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*) [57]
[56]     0.0    0.00    0.00      10         double* std::__copy_move_a<false, double const*, double*>(double const*, double const*, double*) [56]
                0.00    0.00      10/10          double* std::__copy_move<false, true, std::random_access_iterator_tag>::__copy_m<double>(double const*, double const*, double*) [51]
-----------------------------------------------
                0.00    0.00      10/10          double* std::copy<__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*>(__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*) [60]
[57]     0.0    0.00    0.00      10         double* std::__copy_move_a2<false, __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*>(__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*) [57]
                0.00    0.00      20/20          double const* std::__niter_base<double const*, std::vector<double, std::allocator<double> > >(__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >) [20]
                0.00    0.00      10/11          double* std::__niter_base<double*>(double*) [41]
                0.00    0.00      10/10          double* std::__copy_move_a<false, double const*, double*>(double const*, double const*, double*) [56]
-----------------------------------------------
                0.00    0.00      10/10          double* std::__uninitialized_copy_a<__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*, double>(__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*, std::allocator<double>&) [59]
[58]     0.0    0.00    0.00      10         double* std::uninitialized_copy<__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*>(__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*) [58]
                0.00    0.00      10/10          double* std::__uninitialized_copy<true>::__uninit_copy<__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*>(__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*) [53]
-----------------------------------------------
                0.00    0.00      10/10          std::vector<double, std::allocator<double> >::vector(std::vector<double, std::allocator<double> > const&) [54]
[59]     0.0    0.00    0.00      10         double* std::__uninitialized_copy_a<__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*, double>(__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*, std::allocator<double>&) [59]
                0.00    0.00      10/10          double* std::uninitialized_copy<__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*>(__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*) [58]
-----------------------------------------------
                0.00    0.00      10/10          double* std::__uninitialized_copy<true>::__uninit_copy<__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*>(__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*) [53]
[60]     0.0    0.00    0.00      10         double* std::copy<__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*>(__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*) [60]
                0.00    0.00      20/20          __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > > std::__miter_base<__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > > >(__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >) [19]
                0.00    0.00      10/10          double* std::__copy_move_a2<false, __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*>(__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*) [57]
-----------------------------------------------
                0.00    0.00      10/10          void std::_Construct<std::vector<double, std::allocator<double> >, std::vector<double, std::allocator<double> > const&>(std::vector<double, std::allocator<double> >*, std::vector<double, std::allocator<double> > const&) [55]
[61]     0.0    0.00    0.00      10         std::vector<double, std::allocator<double> > const& std::forward<std::vector<double, std::allocator<double> > const&>(std::remove_reference<std::vector<double, std::allocator<double> > const&>::type&) [61]
-----------------------------------------------
                0.00    0.00      10/10          void std::_Destroy_aux<false>::__destroy<std::vector<double, std::allocator<double> >*>(std::vector<double, std::allocator<double> >*, std::vector<double, std::allocator<double> >*) [120]
[62]     0.0    0.00    0.00      10         void std::_Destroy<std::vector<double, std::allocator<double> > >(std::vector<double, std::allocator<double> >*) [62]
                0.00    0.00      10/11          std::vector<double, std::allocator<double> >::~vector() [39]
-----------------------------------------------
                0.00    0.00      10/10          void std::_Construct<std::vector<double, std::allocator<double> >, std::vector<double, std::allocator<double> > const&>(std::vector<double, std::allocator<double> >*, std::vector<double, std::allocator<double> > const&) [55]
[63]     0.0    0.00    0.00      10         operator new(unsigned long, void*) [63]
-----------------------------------------------
                0.00    0.00       8/8           std::allocator<int>::~allocator() [65]
[64]     0.0    0.00    0.00       8         __gnu_cxx::new_allocator<int>::~new_allocator() [64]
-----------------------------------------------
                0.00    0.00       1/8           main [6]
                0.00    0.00       3/8           std::vector<int, std::allocator<int> >::vector(std::vector<int, std::allocator<int> > const&) [97]
                0.00    0.00       4/8           std::_Vector_base<int, std::allocator<int> >::_Vector_impl::~_Vector_impl() [77]
[65]     0.0    0.00    0.00       8         std::allocator<int>::~allocator() [65]
                0.00    0.00       8/8           __gnu_cxx::new_allocator<int>::~new_allocator() [64]
-----------------------------------------------
                0.00    0.00       1/8           std::vector<int, std::allocator<int> >::_M_fill_initialize(unsigned long, int const&) [138]
                0.00    0.00       3/8           std::vector<int, std::allocator<int> >::vector(std::vector<int, std::allocator<int> > const&) [97]
                0.00    0.00       4/8           std::vector<int, std::allocator<int> >::~vector() [84]
[66]     0.0    0.00    0.00       8         std::_Vector_base<int, std::allocator<int> >::_M_get_Tp_allocator() [66]
-----------------------------------------------
                0.00    0.00       7/7           std::allocator<int>::allocator(std::allocator<int> const&) [68]
[67]     0.0    0.00    0.00       7         __gnu_cxx::new_allocator<int>::new_allocator(__gnu_cxx::new_allocator<int> const&) [67]
-----------------------------------------------
                0.00    0.00       3/7           std::allocator_traits<std::allocator<int> >::select_on_container_copy_construction(std::allocator<int> const&) [95]
                0.00    0.00       4/7           std::_Vector_base<int, std::allocator<int> >::_Vector_impl::_Vector_impl(std::allocator<int> const&) [76]
[68]     0.0    0.00    0.00       7         std::allocator<int>::allocator(std::allocator<int> const&) [68]
                0.00    0.00       7/7           __gnu_cxx::new_allocator<int>::new_allocator(__gnu_cxx::new_allocator<int> const&) [67]
-----------------------------------------------
                0.00    0.00       6/6           int* std::copy<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*) [102]
[69]     0.0    0.00    0.00       6         __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > > std::__miter_base<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > > >(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >) [69]
-----------------------------------------------
                0.00    0.00       6/6           int* std::__copy_move_a2<false, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*) [99]
[70]     0.0    0.00    0.00       6         int const* std::__niter_base<int const*, std::vector<int, std::allocator<int> > >(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >) [70]
                0.00    0.00       6/17          __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >::base() const [21]
-----------------------------------------------
                0.00    0.00       4/4           std::allocator_traits<std::allocator<int> >::deallocate(std::allocator<int>&, int*, unsigned long) [82]
[71]     0.0    0.00    0.00       4         __gnu_cxx::new_allocator<int>::deallocate(int*, unsigned long) [71]
-----------------------------------------------
                0.00    0.00       4/4           std::allocator_traits<std::allocator<int> >::allocate(std::allocator<int>&, unsigned long) [83]
[72]     0.0    0.00    0.00       4         __gnu_cxx::new_allocator<int>::allocate(unsigned long, void const*) [72]
                0.00    0.00       4/4           __gnu_cxx::new_allocator<int>::max_size() const [73]
-----------------------------------------------
                0.00    0.00       4/4           __gnu_cxx::new_allocator<int>::allocate(unsigned long, void const*) [72]
[73]     0.0    0.00    0.00       4         __gnu_cxx::new_allocator<int>::max_size() const [73]
-----------------------------------------------
                0.00    0.00       4/4           void std::_Destroy<int*>(int*, int*) [86]
[74]     0.0    0.00    0.00       4         void std::_Destroy_aux<true>::__destroy<int*>(int*, int*) [74]
-----------------------------------------------
                0.00    0.00       4/4           std::_Vector_base<int, std::allocator<int> >::_M_create_storage(unsigned long) [79]
[75]     0.0    0.00    0.00       4         std::_Vector_base<int, std::allocator<int> >::_M_allocate(unsigned long) [75]
                0.00    0.00       4/4           std::allocator_traits<std::allocator<int> >::allocate(std::allocator<int>&, unsigned long) [83]
-----------------------------------------------
                0.00    0.00       4/4           std::_Vector_base<int, std::allocator<int> >::_Vector_base(unsigned long, std::allocator<int> const&) [80]
[76]     0.0    0.00    0.00       4         std::_Vector_base<int, std::allocator<int> >::_Vector_impl::_Vector_impl(std::allocator<int> const&) [76]
                0.00    0.00       4/7           std::allocator<int>::allocator(std::allocator<int> const&) [68]
-----------------------------------------------
                0.00    0.00       4/4           std::_Vector_base<int, std::allocator<int> >::~_Vector_base() [81]
[77]     0.0    0.00    0.00       4         std::_Vector_base<int, std::allocator<int> >::_Vector_impl::~_Vector_impl() [77]
                0.00    0.00       4/8           std::allocator<int>::~allocator() [65]
-----------------------------------------------
                0.00    0.00       4/4           std::_Vector_base<int, std::allocator<int> >::~_Vector_base() [81]
[78]     0.0    0.00    0.00       4         std::_Vector_base<int, std::allocator<int> >::_M_deallocate(int*, unsigned long) [78]
                0.00    0.00       4/4           std::allocator_traits<std::allocator<int> >::deallocate(std::allocator<int>&, int*, unsigned long) [82]
-----------------------------------------------
                0.00    0.00       4/4           std::_Vector_base<int, std::allocator<int> >::_Vector_base(unsigned long, std::allocator<int> const&) [80]
[79]     0.0    0.00    0.00       4         std::_Vector_base<int, std::allocator<int> >::_M_create_storage(unsigned long) [79]
                0.00    0.00       4/4           std::_Vector_base<int, std::allocator<int> >::_M_allocate(unsigned long) [75]
-----------------------------------------------
                0.00    0.00       1/4           std::vector<int, std::allocator<int> >::vector(unsigned long, int const&, std::allocator<int> const&) [140]
                0.00    0.00       3/4           std::vector<int, std::allocator<int> >::vector(std::vector<int, std::allocator<int> > const&) [97]
[80]     0.0    0.00    0.00       4         std::_Vector_base<int, std::allocator<int> >::_Vector_base(unsigned long, std::allocator<int> const&) [80]
                0.00    0.00       4/4           std::_Vector_base<int, std::allocator<int> >::_Vector_impl::_Vector_impl(std::allocator<int> const&) [76]
