Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  us/call  us/call  name    
                0.01    0.01 1800000/3000000     std::vector<double, std::allocator<double> >::begin() [20]
                0.01    0.00 1200000/2400000     std::vector<double, std::allocator<double> >::end() [24]
                0.00    0.01  600000/600000      std::vector<double, std::allocator<double> >::vector() [62]
                0.00    0.01  600000/1801052     std::vector<double, std::allocator<double> >::~vector() [25]
                0.00    0.00  600000/600000      std::back_insert_iterator<std::vector<double, std::allocator<double> > > std::back_inserter<std::vector<double, std::allocator<double> > >(std::vector<double, std::allocator<double> >&) [121]
-----------------------------------------------
                0.02    0.39  600000/600000      vectors_distance(std::vector<double, std::allocator<double> >, std::vector<double, std::allocator<double> >) [2]
[3]     59.5    0.02    0.39  600000         std::back_insert_iterator<std::vector<double, std::allocator<double> > > std::transform<__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, std::back_insert_iterator<std::vector<double, std::allocator<double> > >, vectors_distance(std::vector<double, std::allocator<double> >, std::vector<double, std::allocator<double> >)::{lambda(double, double)#1}>(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, std::back_insert_iterator<std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, vectors_distance(std::vector<double, std::allocator<double> >, std::vector<double, std::allocator<double> >)::{lambda(double, double)#1}, vectors_distance(std::vector<double, std::allocator<double> >, std::vector<double, std::allocator<double> >)::{lambda(double, double)#1}) [3]
                0.01    0.31 1200000/1200000     std::back_insert_iterator<std::vector<double, std::allocator<double> > >::operator=(double&&) [4]
                0.02    0.00 2400000/3600000     __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >::operator*() const [18]
                0.01    0.01 1800000/3600000     bool __gnu_cxx::operator!=<double*, std::vector<double, std::allocator<double> > >(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > > const&, __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > > const&) [19]
                0.01    0.00 1200000/1200000     vectors_distance(std::vector<double, std::allocator<double> >, std::vector<double, std::allocator<double> >)::{lambda(double, double)#1}::operator()(double, double) const [60]
                0.01    0.00 1200000/1200000     std::back_insert_iterator<std::vector<double, std::allocator<double> > >::operator*() [59]
                0.01    0.00 2400000/3600000     __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >::operator++() [47]
                0.01    0.00 1200000/1200000     std::back_insert_iterator<std::vector<double, std::allocator<double> > >::operator++() [71]
-----------------------------------------------
                0.01    0.31 1200000/1200000     std::back_insert_iterator<std::vector<double, std::allocator<double> > > std::transform<__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, std::back_insert_iterator<std::vector<double, std::allocator<double> > >, vectors_distance(std::vector<double, std::allocator<double> >, std::vector<double, std::allocator<double> >)::{lambda(double, double)#1}>(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, std::back_insert_iterator<std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, vectors_distance(std::vector<double, std::allocator<double> >, std::vector<double, std::allocator<double> >)::{lambda(double, double)#1}, vectors_distance(std::vector<double, std::allocator<double> >, std::vector<double, std::allocator<double> >)::{lambda(double, double)#1}) [3]
[4]     46.3    0.01    0.31 1200000         std::back_insert_iterator<std::vector<double, std::allocator<double> > >::operator=(double&&) [4]
                0.00    0.31 1200000/1200000     std::vector<double, std::allocator<double> >::push_back(double&&) [6]
                0.00    0.00 1200000/2400000     std::remove_reference<double&>::type&& std::move<double&>(double&) [108]
-----------------------------------------------
                0.00    0.31 1200000/1200000     std::vector<double, std::allocator<double> >::push_back(double&&) [6]
[5]     44.9    0.00    0.31 1200000         void std::vector<double, std::allocator<double> >::emplace_back<double>(double&&) [5]
                0.02    0.28 1200000/1200000     void std::vector<double, std::allocator<double> >::_M_realloc_insert<double>(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, double&&) [7]
                0.01    0.00 1200000/2400000     std::vector<double, std::allocator<double> >::end() [24]
                0.00    0.00 1200000/4800000     double&& std::forward<double>(std::remove_reference<double>::type&) [101]
-----------------------------------------------
                0.00    0.31 1200000/1200000     std::back_insert_iterator<std::vector<double, std::allocator<double> > >::operator=(double&&) [4]
[6]     44.9    0.00    0.31 1200000         std::vector<double, std::allocator<double> >::push_back(double&&) [6]
                0.00    0.31 1200000/1200000     void std::vector<double, std::allocator<double> >::emplace_back<double>(double&&) [5]
                0.00    0.00 1200000/2400000     std::remove_reference<double&>::type&& std::move<double&>(double&) [108]
-----------------------------------------------
                0.02    0.28 1200000/1200000     void std::vector<double, std::allocator<double> >::emplace_back<double>(double&&) [5]
[7]     42.8    0.02    0.28 1200000         void std::vector<double, std::allocator<double> >::_M_realloc_insert<double>(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, double&&) [7]
                0.01    0.21 2400000/2400000     double* std::__uninitialized_move_if_noexcept_a<double*, double*, std::allocator<double> >(double*, double*, double*, std::allocator<double>&) [8]
                0.00    0.02 1200000/1200000     std::vector<double, std::allocator<double> >::_M_check_len(unsigned long, char const*) const [29]
                0.01    0.00 1200000/3000000     std::vector<double, std::allocator<double> >::begin() [20]
                0.00    0.01 1200000/2401052     std::_Vector_base<double, std::allocator<double> >::_M_allocate(unsigned long) [41]
                0.00    0.00 2400000/12000000     __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >::base() const [30]
                0.00    0.00 1200000/1200000     __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >::difference_type __gnu_cxx::operator-<double*, std::vector<double, std::allocator<double> > >(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > > const&, __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > > const&) [72]
                0.00    0.00 1200000/3001052     void std::_Destroy<double*, double>(double*, double*, std::allocator<double>&) [52]
                0.00    0.00 1200000/3001052     std::_Vector_base<double, std::allocator<double> >::_M_deallocate(double*, unsigned long) [50]
                0.00    0.00 3600000/6602104     std::_Vector_base<double, std::allocator<double> >::_M_get_Tp_allocator() [96]
                0.00    0.00 1200000/4800000     double&& std::forward<double>(std::remove_reference<double>::type&) [101]
                0.00    0.00 1200000/1200000     void std::allocator_traits<std::allocator<double> >::construct<double, double>(std::allocator<double>&, double*, double&&) [113]
-----------------------------------------------
                0.01    0.21 2400000/2400000     void std::vector<double, std::allocator<double> >::_M_realloc_insert<double>(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, double&&) [7]
[8]     31.9    0.01    0.21 2400000         double* std::__uninitialized_move_if_noexcept_a<double*, double*, std::allocator<double> >(double*, double*, double*, std::allocator<double>&) [8]
                0.17    0.00 4800000/4800000     std::move_iterator<double*> std::__make_move_if_noexcept_iterator<double, std::move_iterator<double*> >(double*) [9]
                0.01    0.03 2400000/2400000     double* std::__uninitialized_copy_a<std::move_iterator<double*>, double*, double>(std::move_iterator<double*>, std::move_iterator<double*>, double*, std::allocator<double>&) [16]
-----------------------------------------------
                0.17    0.00 4800000/4800000     double* std::__uninitialized_move_if_noexcept_a<double*, double*, std::allocator<double> >(double*, double*, double*, std::allocator<double>&) [8]
[9]     24.6    0.17    0.00 4800000         std::move_iterator<double*> std::__make_move_if_noexcept_iterator<double, std::move_iterator<double*> >(double*) [9]
                0.00    0.00 4800000/4800000     std::move_iterator<double*>::move_iterator(double*) [98]
-----------------------------------------------
                0.00    0.00    1050/1201050     void std::_Construct<std::vector<double, std::allocator<double> >, std::vector<double, std::allocator<double> > const&>(std::vector<double, std::allocator<double> >*, std::vector<double, std::allocator<double> > const&) [77]
                0.00    0.13 1200000/1201050     main [1]
[10]    19.2    0.00    0.13 1201050         std::vector<double, std::allocator<double> >::vector(std::vector<double, std::allocator<double> > const&) [10]
                0.01    0.08 1201050/1201050     double* std::__uninitialized_copy_a<__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*, double>(__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*, std::allocator<double>&) [11]
                0.00    0.03 1201050/1201052     std::_Vector_base<double, std::allocator<double> >::_Vector_base(unsigned long, std::allocator<double> const&) [26]
                0.00    0.01 1201050/1201050     std::vector<double, std::allocator<double> >::end() const [69]
                0.00    0.01 1201050/1201050     std::vector<double, std::allocator<double> >::begin() const [70]
                0.00    0.00 1201050/3002104     std::allocator<double>::~allocator() [48]
                0.00    0.00 1201050/6001050     std::vector<double, std::allocator<double> >::size() const [46]
                0.00    0.00 1201050/3601050     std::_Vector_base<double, std::allocator<double> >::_M_get_Tp_allocator() const [102]
                0.00    0.00 1201050/1201050     __gnu_cxx::__alloc_traits<std::allocator<double> >::_S_select_on_copy(std::allocator<double> const&) [109]
                0.00    0.00 1201050/6602104     std::_Vector_base<double, std::allocator<double> >::_M_get_Tp_allocator() [96]
-----------------------------------------------
                0.01    0.08 1201050/1201050     std::vector<double, std::allocator<double> >::vector(std::vector<double, std::allocator<double> > const&) [10]
[11]    13.0    0.01    0.08 1201050         double* std::__uninitialized_copy_a<__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*, double>(__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*, std::allocator<double>&) [11]
                0.02    0.06 1201050/1201050     double* std::uninitialized_copy<__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*>(__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*) [12]
-----------------------------------------------
                0.02    0.06 1201050/1201050     double* std::__uninitialized_copy_a<__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*, double>(__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*, std::allocator<double>&) [11]
[12]    11.6    0.02    0.06 1201050         double* std::uninitialized_copy<__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*>(__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*) [12]
                0.00    0.06 1201050/1201050     double* std::__uninitialized_copy<true>::__uninit_copy<__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*>(__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*) [13]
-----------------------------------------------
                0.00    0.06 1201050/1201050     double* std::uninitialized_copy<__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*>(__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*) [12]
[13]     8.7    0.00    0.06 1201050         double* std::__uninitialized_copy<true>::__uninit_copy<__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*>(__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*) [13]
                0.00    0.06 1201050/1201050     double* std::copy<__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*>(__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*) [14]
-----------------------------------------------
                0.00    0.06 1201050/1201050     double* std::__uninitialized_copy<true>::__uninit_copy<__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*>(__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*) [13]
[14]     8.7    0.00    0.06 1201050         double* std::copy<__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*>(__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*) [14]
                0.01    0.03 1201050/1201050     double* std::__copy_move_a2<false, __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*>(__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*) [17]
                0.02    0.00 2402100/2402100     __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > > std::__miter_base<__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > > >(__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >) [32]
-----------------------------------------------
                0.01    0.03  600000/600000      vectors_distance(std::vector<double, std::allocator<double> >, std::vector<double, std::allocator<double> >) [2]
[15]     5.9    0.01    0.03  600000         double std::accumulate<__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, double>(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, double) [15]
                0.01    0.01 1800000/3600000     bool __gnu_cxx::operator!=<double*, std::vector<double, std::allocator<double> > >(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > > const&, __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > > const&) [19]
                0.01    0.00 1200000/3600000     __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >::operator*() const [18]
                0.00    0.00 1200000/3600000     __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >::operator++() [47]
-----------------------------------------------
                0.01    0.03 2400000/2400000     double* std::__uninitialized_move_if_noexcept_a<double*, double*, std::allocator<double> >(double*, double*, double*, std::allocator<double>&) [8]
[16]     5.8    0.01    0.03 2400000         double* std::__uninitialized_copy_a<std::move_iterator<double*>, double*, double>(std::move_iterator<double*>, std::move_iterator<double*>, double*, std::allocator<double>&) [16]
                0.00    0.03 2400000/2400000     double* std::uninitialized_copy<std::move_iterator<double*>, double*>(std::move_iterator<double*>, std::move_iterator<double*>, double*) [22]
-----------------------------------------------
                0.01    0.03 1201050/1201050     double* std::copy<__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*>(__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*) [14]
[17]     5.8    0.01    0.03 1201050         double* std::__copy_move_a2<false, __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*>(__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*) [17]
                0.00    0.03 1201050/1201050     double* std::__copy_move_a<false, double const*, double*>(double const*, double const*, double*) [28]
                0.00    0.01 2402100/2402100     double const* std::__niter_base<double const*, std::vector<double, std::allocator<double> > >(__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >) [68]
                0.00    0.00 1201050/8401052     double* std::__niter_base<double*>(double*) [95]
-----------------------------------------------
                0.01    0.00 1200000/3600000     double std::accumulate<__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, double>(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, double) [15]
                0.02    0.00 2400000/3600000     std::back_insert_iterator<std::vector<double, std::allocator<double> > > std::transform<__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, std::back_insert_iterator<std::vector<double, std::allocator<double> > >, vectors_distance(std::vector<double, std::allocator<double> >, std::vector<double, std::allocator<double> >)::{lambda(double, double)#1}>(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, std::back_insert_iterator<std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, vectors_distance(std::vector<double, std::allocator<double> >, std::vector<double, std::allocator<double> >)::{lambda(double, double)#1}, vectors_distance(std::vector<double, std::allocator<double> >, std::vector<double, std::allocator<double> >)::{lambda(double, double)#1}) [3]
[18]     5.1    0.04    0.00 3600000         __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >::operator*() const [18]
-----------------------------------------------
                0.01    0.01 1800000/3600000     std::back_insert_iterator<std::vector<double, std::allocator<double> > > std::transform<__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, std::back_insert_iterator<std::vector<double, std::allocator<double> > >, vectors_distance(std::vector<double, std::allocator<double> >, std::vector<double, std::allocator<double> >)::{lambda(double, double)#1}>(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, std::back_insert_iterator<std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, vectors_distance(std::vector<double, std::allocator<double> >, std::vector<double, std::allocator<double> >)::{lambda(double, double)#1}, vectors_distance(std::vector<double, std::allocator<double> >, std::vector<double, std::allocator<double> >)::{lambda(double, double)#1}) [3]
                0.01    0.01 1800000/3600000     double std::accumulate<__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, double>(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, double) [15]
[19]     4.6    0.02    0.01 3600000         bool __gnu_cxx::operator!=<double*, std::vector<double, std::allocator<double> > >(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > > const&, __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > > const&) [19]
                0.01    0.00 7200000/12000000     __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >::base() const [30]
-----------------------------------------------
                0.01    0.00 1200000/3000000     void std::vector<double, std::allocator<double> >::_M_realloc_insert<double>(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, double&&) [7]
                0.01    0.01 1800000/3000000     vectors_distance(std::vector<double, std::allocator<double> >, std::vector<double, std::allocator<double> >) [2]
[20]     4.5    0.02    0.01 3000000         std::vector<double, std::allocator<double> >::begin() [20]
                0.01    0.00 3000000/5400000     __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >::__normal_iterator(double* const&) [31]
-----------------------------------------------
                0.00    0.03 2400000/2400000     double* std::uninitialized_copy<std::move_iterator<double*>, double*>(std::move_iterator<double*>, std::move_iterator<double*>, double*) [22]
[21]     4.3    0.00    0.03 2400000         double* std::__uninitialized_copy<true>::__uninit_copy<std::move_iterator<double*>, double*>(std::move_iterator<double*>, std::move_iterator<double*>, double*) [21]
                0.02    0.01 2400000/2400000     double* std::copy<std::move_iterator<double*>, double*>(std::move_iterator<double*>, std::move_iterator<double*>, double*) [23]
-----------------------------------------------
                0.00    0.03 2400000/2400000     double* std::__uninitialized_copy_a<std::move_iterator<double*>, double*, double>(std::move_iterator<double*>, std::move_iterator<double*>, double*, std::allocator<double>&) [16]
[22]     4.3    0.00    0.03 2400000         double* std::uninitialized_copy<std::move_iterator<double*>, double*>(std::move_iterator<double*>, std::move_iterator<double*>, double*) [22]
                0.00    0.03 2400000/2400000     double* std::__uninitialized_copy<true>::__uninit_copy<std::move_iterator<double*>, double*>(std::move_iterator<double*>, std::move_iterator<double*>, double*) [21]
-----------------------------------------------
                0.02    0.01 2400000/2400000     double* std::__uninitialized_copy<true>::__uninit_copy<std::move_iterator<double*>, double*>(std::move_iterator<double*>, std::move_iterator<double*>, double*) [21]
[23]     4.3    0.02    0.01 2400000         double* std::copy<std::move_iterator<double*>, double*>(std::move_iterator<double*>, std::move_iterator<double*>, double*) [23]
                0.00    0.01 2400000/2400000     double* std::__copy_move_a2<true, double*, double*>(double*, double*, double*) [56]
                0.00    0.00 4800000/4800000     decltype (__miter_base(({parm#1}.base)())) std::__miter_base<double*>(std::move_iterator<double*>) [99]
-----------------------------------------------
                0.01    0.00 1200000/2400000     vectors_distance(std::vector<double, std::allocator<double> >, std::vector<double, std::allocator<double> >) [2]
                0.01    0.00 1200000/2400000     void std::vector<double, std::allocator<double> >::emplace_back<double>(double&&) [5]
[24]     4.2    0.02    0.01 2400000         std::vector<double, std::allocator<double> >::end() [24]
                0.01    0.00 2400000/5400000     __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >::__normal_iterator(double* const&) [31]
-----------------------------------------------
                0.00    0.00       2/1801052     __static_initialization_and_destruction_0(int, int) [75]
                0.00    0.00    1050/1801052     void std::_Destroy<std::vector<double, std::allocator<double> > >(std::vector<double, std::allocator<double> >*) [83]
                0.00    0.01  600000/1801052     vectors_distance(std::vector<double, std::allocator<double> >, std::vector<double, std::allocator<double> >) [2]
                0.01    0.01 1200000/1801052     main [1]
[25]     4.1    0.01    0.02 1801052         std::vector<double, std::allocator<double> >::~vector() [25]
                0.00    0.01 1801052/1801052     std::_Vector_base<double, std::allocator<double> >::~_Vector_base() [45]
                0.00    0.01 1801052/3001052     void std::_Destroy<double*, double>(double*, double*, std::allocator<double>&) [52]
                0.00    0.00 1801052/6602104     std::_Vector_base<double, std::allocator<double> >::_M_get_Tp_allocator() [96]
-----------------------------------------------
                0.00    0.00       2/1201052     std::vector<double, std::allocator<double> >::vector(unsigned long, double const&, std::allocator<double> const&) [88]
                0.00    0.03 1201050/1201052     std::vector<double, std::allocator<double> >::vector(std::vector<double, std::allocator<double> > const&) [10]
[26]     3.8    0.00    0.03 1201052         std::_Vector_base<double, std::allocator<double> >::_Vector_base(unsigned long, std::allocator<double> const&) [26]
                0.01    0.01 1201052/1201052     std::_Vector_base<double, std::allocator<double> >::_M_create_storage(unsigned long) [33]
                0.01    0.00 1201052/1201052     std::_Vector_base<double, std::allocator<double> >::_Vector_impl::_Vector_impl(std::allocator<double> const&) [58]
-----------------------------------------------
                0.03    0.00 1201050/1201050     double* std::__copy_move_a<false, double const*, double*>(double const*, double const*, double*) [28]
[27]     3.6    0.03    0.00 1201050         double* std::__copy_move<false, true, std::random_access_iterator_tag>::__copy_m<double>(double const*, double const*, double*) [27]
-----------------------------------------------
                0.00    0.03 1201050/1201050     double* std::__copy_move_a2<false, __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*>(__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*) [17]
[28]     3.6    0.00    0.03 1201050         double* std::__copy_move_a<false, double const*, double*>(double const*, double const*, double*) [28]
                0.03    0.00 1201050/1201050     double* std::__copy_move<false, true, std::random_access_iterator_tag>::__copy_m<double>(double const*, double const*, double*) [27]
-----------------------------------------------
                0.00    0.02 1200000/1200000     void std::vector<double, std::allocator<double> >::_M_realloc_insert<double>(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, double&&) [7]
[29]     3.0    0.00    0.02 1200000         std::vector<double, std::allocator<double> >::_M_check_len(unsigned long, char const*) const [29]
                0.00    0.01 2400000/2400000     std::vector<double, std::allocator<double> >::max_size() const [43]
                0.01    0.00 4800000/6001050     std::vector<double, std::allocator<double> >::size() const [46]
                0.00    0.00 1200000/1200000     unsigned long const& std::max<unsigned long>(unsigned long const&, unsigned long const&) [114]
-----------------------------------------------
                0.00    0.00 2400000/12000000     void std::vector<double, std::allocator<double> >::_M_realloc_insert<double>(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, double&&) [7]
                0.00    0.00 2400000/12000000     __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >::difference_type __gnu_cxx::operator-<double*, std::vector<double, std::allocator<double> > >(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > > const&, __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > > const&) [72]
                0.01    0.00 7200000/12000000     bool __gnu_cxx::operator!=<double*, std::vector<double, std::allocator<double> > >(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > > const&, __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > > const&) [19]
[30]     2.9    0.02    0.00 12000000         __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >::base() const [30]
-----------------------------------------------
                0.01    0.00 2400000/5400000     std::vector<double, std::allocator<double> >::end() [24]
                0.01    0.00 3000000/5400000     std::vector<double, std::allocator<double> >::begin() [20]
[31]     2.9    0.02    0.00 5400000         __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >::__normal_iterator(double* const&) [31]
-----------------------------------------------
                0.02    0.00 2402100/2402100     double* std::copy<__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*>(__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*) [14]
[32]     2.9    0.02    0.00 2402100         __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > > std::__miter_base<__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > > >(__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >) [32]
-----------------------------------------------
                0.01    0.01 1201052/1201052     std::_Vector_base<double, std::allocator<double> >::_Vector_base(unsigned long, std::allocator<double> const&) [26]
[33]     2.4    0.01    0.01 1201052         std::_Vector_base<double, std::allocator<double> >::_M_create_storage(unsigned long) [33]
                0.00    0.01 1201052/2401052     std::_Vector_base<double, std::allocator<double> >::_M_allocate(unsigned long) [41]
-----------------------------------------------
                0.00    0.02     600/600         int* std::uninitialized_copy<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*) [37]
[34]     2.2    0.00    0.02     600         int* std::__uninitialized_copy<true>::__uninit_copy<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*) [34]
                0.00    0.02     600/600         int* std::copy<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*) [39]
-----------------------------------------------
                0.00    0.02     600/600         main [1]
[35]     2.2    0.00    0.02     600         std::vector<int, std::allocator<int> >::vector(std::vector<int, std::allocator<int> > const&) [35]
