Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  us/call  us/call  name    
[79]     0.0    0.00    0.00       2         std::vector<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > >::_M_fill_initialize(unsigned long, std::vector<double, std::allocator<double> > const&) [79]
                0.00    0.00       2/2           std::vector<double, std::allocator<double> >* std::__uninitialized_fill_n_a<std::vector<double, std::allocator<double> >*, unsigned long, std::vector<double, std::allocator<double> >, std::vector<double, std::allocator<double> > >(std::vector<double, std::allocator<double> >*, unsigned long, std::vector<double, std::allocator<double> > const&, std::allocator<std::vector<double, std::allocator<double> > >&) [82]
                0.00    0.00       2/4           std::_Vector_base<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > >::_M_get_Tp_allocator() [183]
-----------------------------------------------
                0.00    0.00       2/2           __static_initialization_and_destruction_0(int, int) [75]
[80]     0.0    0.00    0.00       2         std::vector<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > >::vector(unsigned long, std::vector<double, std::allocator<double> > const&, std::allocator<std::vector<double, std::allocator<double> > > const&) [80]
                0.00    0.00       2/2           std::vector<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > >::_M_fill_initialize(unsigned long, std::vector<double, std::allocator<double> > const&) [79]
                0.00    0.00       2/2           std::_Vector_base<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > >::_Vector_base(unsigned long, std::allocator<std::vector<double, std::allocator<double> > > const&) [198]
-----------------------------------------------
                0.00    0.00       2/2           std::vector<double, std::allocator<double> >* std::__uninitialized_fill_n_a<std::vector<double, std::allocator<double> >*, unsigned long, std::vector<double, std::allocator<double> >, std::vector<double, std::allocator<double> > >(std::vector<double, std::allocator<double> >*, unsigned long, std::vector<double, std::allocator<double> > const&, std::allocator<std::vector<double, std::allocator<double> > >&) [82]
[81]     0.0    0.00    0.00       2         std::vector<double, std::allocator<double> >* std::uninitialized_fill_n<std::vector<double, std::allocator<double> >*, unsigned long, std::vector<double, std::allocator<double> > >(std::vector<double, std::allocator<double> >*, unsigned long, std::vector<double, std::allocator<double> > const&) [81]
                0.00    0.00       2/2           std::vector<double, std::allocator<double> >* std::__uninitialized_fill_n<false>::__uninit_fill_n<std::vector<double, std::allocator<double> >*, unsigned long, std::vector<double, std::allocator<double> > >(std::vector<double, std::allocator<double> >*, unsigned long, std::vector<double, std::allocator<double> > const&) [78]
-----------------------------------------------
                0.00    0.00       2/2           std::vector<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > >::_M_fill_initialize(unsigned long, std::vector<double, std::allocator<double> > const&) [79]
[82]     0.0    0.00    0.00       2         std::vector<double, std::allocator<double> >* std::__uninitialized_fill_n_a<std::vector<double, std::allocator<double> >*, unsigned long, std::vector<double, std::allocator<double> >, std::vector<double, std::allocator<double> > >(std::vector<double, std::allocator<double> >*, unsigned long, std::vector<double, std::allocator<double> > const&, std::allocator<std::vector<double, std::allocator<double> > >&) [82]
                0.00    0.00       2/2           std::vector<double, std::allocator<double> >* std::uninitialized_fill_n<std::vector<double, std::allocator<double> >*, unsigned long, std::vector<double, std::allocator<double> > >(std::vector<double, std::allocator<double> >*, unsigned long, std::vector<double, std::allocator<double> > const&) [81]
-----------------------------------------------
                0.00    0.00    1050/1050        void std::_Destroy_aux<false>::__destroy<std::vector<double, std::allocator<double> >*>(std::vector<double, std::allocator<double> >*, std::vector<double, std::allocator<double> >*) [84]
[83]     0.0    0.00    0.00    1050         void std::_Destroy<std::vector<double, std::allocator<double> > >(std::vector<double, std::allocator<double> >*) [83]
                0.00    0.00    1050/1801052     std::vector<double, std::allocator<double> >::~vector() [25]
-----------------------------------------------
                0.00    0.00       2/2           void std::_Destroy<std::vector<double, std::allocator<double> >*>(std::vector<double, std::allocator<double> >*, std::vector<double, std::allocator<double> >*) [85]
[84]     0.0    0.00    0.00       2         void std::_Destroy_aux<false>::__destroy<std::vector<double, std::allocator<double> >*>(std::vector<double, std::allocator<double> >*, std::vector<double, std::allocator<double> >*) [84]
                0.00    0.00    1050/1050        void std::_Destroy<std::vector<double, std::allocator<double> > >(std::vector<double, std::allocator<double> >*) [83]
                0.00    0.00    1050/602100      std::vector<double, std::allocator<double> >* std::__addressof<std::vector<double, std::allocator<double> > >(std::vector<double, std::allocator<double> >&) [116]
-----------------------------------------------
                0.00    0.00       2/2           void std::_Destroy<std::vector<double, std::allocator<double> >*, std::vector<double, std::allocator<double> > >(std::vector<double, std::allocator<double> >*, std::vector<double, std::allocator<double> >*, std::allocator<std::vector<double, std::allocator<double> > >&) [86]
[85]     0.0    0.00    0.00       2         void std::_Destroy<std::vector<double, std::allocator<double> >*>(std::vector<double, std::allocator<double> >*, std::vector<double, std::allocator<double> >*) [85]
                0.00    0.00       2/2           void std::_Destroy_aux<false>::__destroy<std::vector<double, std::allocator<double> >*>(std::vector<double, std::allocator<double> >*, std::vector<double, std::allocator<double> >*) [84]
-----------------------------------------------
                0.00    0.00       2/2           std::vector<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > >::~vector() [87]
[86]     0.0    0.00    0.00       2         void std::_Destroy<std::vector<double, std::allocator<double> >*, std::vector<double, std::allocator<double> > >(std::vector<double, std::allocator<double> >*, std::vector<double, std::allocator<double> >*, std::allocator<std::vector<double, std::allocator<double> > >&) [86]
                0.00    0.00       2/2           void std::_Destroy<std::vector<double, std::allocator<double> >*>(std::vector<double, std::allocator<double> >*, std::vector<double, std::allocator<double> >*) [85]
-----------------------------------------------
                                                 <spontaneous>
[87]     0.0    0.00    0.00                 std::vector<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > >::~vector() [87]
                0.00    0.00       2/2           void std::_Destroy<std::vector<double, std::allocator<double> >*, std::vector<double, std::allocator<double> > >(std::vector<double, std::allocator<double> >*, std::vector<double, std::allocator<double> >*, std::allocator<std::vector<double, std::allocator<double> > >&) [86]
                0.00    0.00       2/4           std::_Vector_base<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > >::_M_get_Tp_allocator() [183]
                0.00    0.00       2/2           std::_Vector_base<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > >::~_Vector_base() [199]
-----------------------------------------------
                0.00    0.00       2/2           __static_initialization_and_destruction_0(int, int) [75]
[88]     0.0    0.00    0.00       2         std::vector<double, std::allocator<double> >::vector(unsigned long, double const&, std::allocator<double> const&) [88]
                0.00    0.00       2/1201052     std::_Vector_base<double, std::allocator<double> >::_Vector_base(unsigned long, std::allocator<double> const&) [26]
                0.00    0.00       2/2           std::vector<double, std::allocator<double> >::_M_fill_initialize(unsigned long, double const&) [204]
-----------------------------------------------
                0.00    0.00       2/8401052     double* std::fill_n<double*, unsigned long, double>(double*, unsigned long, double const&) [213]
                0.00    0.00 1201050/8401052     double* std::__copy_move_a2<false, __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*>(__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*) [17]
                0.00    0.00 7200000/8401052     double* std::__copy_move_a2<true, double*, double*>(double*, double*, double*) [56]
[95]     0.0    0.00    0.00 8401052         double* std::__niter_base<double*>(double*) [95]
-----------------------------------------------
                0.00    0.00       2/6602104     std::vector<double, std::allocator<double> >::_M_fill_initialize(unsigned long, double const&) [204]
                0.00    0.00 1201050/6602104     std::vector<double, std::allocator<double> >::vector(std::vector<double, std::allocator<double> > const&) [10]
                0.00    0.00 1801052/6602104     std::vector<double, std::allocator<double> >::~vector() [25]
                0.00    0.00 3600000/6602104     void std::vector<double, std::allocator<double> >::_M_realloc_insert<double>(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, double&&) [7]
[96]     0.0    0.00    0.00 6602104         std::_Vector_base<double, std::allocator<double> >::_M_get_Tp_allocator() [96]
-----------------------------------------------
                0.00    0.00 4800000/4800000     decltype (__miter_base(({parm#1}.base)())) std::__miter_base<double*>(std::move_iterator<double*>) [99]
[97]     0.0    0.00    0.00 4800000         std::move_iterator<double*>::base() const [97]
-----------------------------------------------
                0.00    0.00 4800000/4800000     std::move_iterator<double*> std::__make_move_if_noexcept_iterator<double, std::move_iterator<double*> >(double*) [9]
[98]     0.0    0.00    0.00 4800000         std::move_iterator<double*>::move_iterator(double*) [98]
-----------------------------------------------
                0.00    0.00 4800000/4800000     double* std::copy<std::move_iterator<double*>, double*>(std::move_iterator<double*>, std::move_iterator<double*>, double*) [23]
[99]     0.0    0.00    0.00 4800000         decltype (__miter_base(({parm#1}.base)())) std::__miter_base<double*>(std::move_iterator<double*>) [99]
                0.00    0.00 4800000/4800000     double* std::__miter_base<double*>(double*) [100]
                0.00    0.00 4800000/4800000     std::move_iterator<double*>::base() const [97]
-----------------------------------------------
                0.00    0.00 4800000/4800000     decltype (__miter_base(({parm#1}.base)())) std::__miter_base<double*>(std::move_iterator<double*>) [99]
[100]    0.0    0.00    0.00 4800000         double* std::__miter_base<double*>(double*) [100]
-----------------------------------------------
                0.00    0.00 1200000/4800000     void std::vector<double, std::allocator<double> >::emplace_back<double>(double&&) [5]
                0.00    0.00 1200000/4800000     void std::allocator_traits<std::allocator<double> >::construct<double, double>(std::allocator<double>&, double*, double&&) [113]
                0.00    0.00 1200000/4800000     void std::vector<double, std::allocator<double> >::_M_realloc_insert<double>(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, double&&) [7]
                0.00    0.00 1200000/4800000     void __gnu_cxx::new_allocator<double>::construct<double, double>(double*, double&&) [112]
[101]    0.0    0.00    0.00 4800000         double&& std::forward<double>(std::remove_reference<double>::type&) [101]
-----------------------------------------------
                0.00    0.00 1201050/3601050     std::vector<double, std::allocator<double> >::vector(std::vector<double, std::allocator<double> > const&) [10]
                0.00    0.00 2400000/3601050     std::vector<double, std::allocator<double> >::max_size() const [43]
[102]    0.0    0.00    0.00 3601050         std::_Vector_base<double, std::allocator<double> >::_M_get_Tp_allocator() const [102]
-----------------------------------------------
                0.00    0.00 3002104/3002104     std::allocator<double>::~allocator() [48]
[103]    0.0    0.00    0.00 3002104         __gnu_cxx::new_allocator<double>::~new_allocator() [103]
-----------------------------------------------
                0.00    0.00 2402102/2402102     std::allocator<double>::allocator(std::allocator<double> const&) [105]
[104]    0.0    0.00    0.00 2402102         __gnu_cxx::new_allocator<double>::new_allocator(__gnu_cxx::new_allocator<double> const&) [104]
-----------------------------------------------
                0.00    0.00 1201050/2402102     std::allocator_traits<std::allocator<double> >::select_on_container_copy_construction(std::allocator<double> const&) [110]
                0.00    0.00 1201052/2402102     std::_Vector_base<double, std::allocator<double> >::_Vector_impl::_Vector_impl(std::allocator<double> const&) [58]
[105]    0.0    0.00    0.00 2402102         std::allocator<double>::allocator(std::allocator<double> const&) [105]
                0.00    0.00 2402102/2402102     __gnu_cxx::new_allocator<double>::new_allocator(__gnu_cxx::new_allocator<double> const&) [104]
-----------------------------------------------
                0.00    0.00 2401052/2401052     std::allocator_traits<std::allocator<double> >::deallocate(std::allocator<double>&, double*, unsigned long) [54]
[106]    0.0    0.00    0.00 2401052         __gnu_cxx::new_allocator<double>::deallocate(double*, unsigned long) [106]
-----------------------------------------------
                0.00    0.00 2400000/2400000     double* std::__copy_move_a<true, double*, double*>(double*, double*, double*) [55]
[107]    0.0    0.00    0.00 2400000         double* std::__copy_move<true, true, std::random_access_iterator_tag>::__copy_m<double>(double const*, double const*, double*) [107]
-----------------------------------------------
                0.00    0.00 1200000/2400000     std::back_insert_iterator<std::vector<double, std::allocator<double> > >::operator=(double&&) [4]
                0.00    0.00 1200000/2400000     std::vector<double, std::allocator<double> >::push_back(double&&) [6]
[108]    0.0    0.00    0.00 2400000         std::remove_reference<double&>::type&& std::move<double&>(double&) [108]
-----------------------------------------------
                0.00    0.00 1201050/1201050     std::vector<double, std::allocator<double> >::vector(std::vector<double, std::allocator<double> > const&) [10]
[109]    0.0    0.00    0.00 1201050         __gnu_cxx::__alloc_traits<std::allocator<double> >::_S_select_on_copy(std::allocator<double> const&) [109]
                0.00    0.00 1201050/1201050     std::allocator_traits<std::allocator<double> >::select_on_container_copy_construction(std::allocator<double> const&) [110]
-----------------------------------------------
                0.00    0.00 1201050/1201050     __gnu_cxx::__alloc_traits<std::allocator<double> >::_S_select_on_copy(std::allocator<double> const&) [109]
[110]    0.0    0.00    0.00 1201050         std::allocator_traits<std::allocator<double> >::select_on_container_copy_construction(std::allocator<double> const&) [110]
                0.00    0.00 1201050/2402102     std::allocator<double>::allocator(std::allocator<double> const&) [105]
-----------------------------------------------
                0.00    0.00    1050/1201050     void std::_Construct<std::vector<double, std::allocator<double> >, std::vector<double, std::allocator<double> > const&>(std::vector<double, std::allocator<double> >*, std::vector<double, std::allocator<double> > const&) [77]
                0.00    0.00 1200000/1201050     void __gnu_cxx::new_allocator<double>::construct<double, double>(double*, double&&) [112]
[111]    0.0    0.00    0.00 1201050         operator new(unsigned long, void*) [111]
-----------------------------------------------
                0.00    0.00 1200000/1200000     void std::allocator_traits<std::allocator<double> >::construct<double, double>(std::allocator<double>&, double*, double&&) [113]
[112]    0.0    0.00    0.00 1200000         void __gnu_cxx::new_allocator<double>::construct<double, double>(double*, double&&) [112]
                0.00    0.00 1200000/4800000     double&& std::forward<double>(std::remove_reference<double>::type&) [101]
                0.00    0.00 1200000/1201050     operator new(unsigned long, void*) [111]
-----------------------------------------------
                0.00    0.00 1200000/1200000     void std::vector<double, std::allocator<double> >::_M_realloc_insert<double>(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, double&&) [7]
[113]    0.0    0.00    0.00 1200000         void std::allocator_traits<std::allocator<double> >::construct<double, double>(std::allocator<double>&, double*, double&&) [113]
                0.00    0.00 1200000/4800000     double&& std::forward<double>(std::remove_reference<double>::type&) [101]
                0.00    0.00 1200000/1200000     void __gnu_cxx::new_allocator<double>::construct<double, double>(double*, double&&) [112]
-----------------------------------------------
                0.00    0.00 1200000/1200000     std::vector<double, std::allocator<double> >::_M_check_len(unsigned long, char const*) const [29]
[114]    0.0    0.00    0.00 1200000         unsigned long const& std::max<unsigned long>(unsigned long const&, unsigned long const&) [114]
-----------------------------------------------
                0.00    0.00      50/648411      std::vector<int, std::allocator<int> >::at(unsigned long) [179]
                0.00    0.00   48361/648411      main [1]
                0.00    0.00  600000/648411      find_indexes(std::vector<int, std::allocator<int> >, int) [160]
[115]    0.0    0.00    0.00  648411         std::vector<int, std::allocator<int> >::operator[](unsigned long) [115]
-----------------------------------------------
                0.00    0.00    1050/602100      std::vector<double, std::allocator<double> >* std::__uninitialized_fill_n<false>::__uninit_fill_n<std::vector<double, std::allocator<double> >*, unsigned long, std::vector<double, std::allocator<double> > >(std::vector<double, std::allocator<double> >*, unsigned long, std::vector<double, std::allocator<double> > const&) [78]
                0.00    0.00    1050/602100      void std::_Destroy_aux<false>::__destroy<std::vector<double, std::allocator<double> >*>(std::vector<double, std::allocator<double> >*, std::vector<double, std::allocator<double> >*) [84]
                0.00    0.00  600000/602100      std::back_insert_iterator<std::vector<double, std::allocator<double> > >::back_insert_iterator(std::vector<double, std::allocator<double> >&) [120]
[116]    0.0    0.00    0.00  602100         std::vector<double, std::allocator<double> >* std::__addressof<std::vector<double, std::allocator<double> > >(std::vector<double, std::allocator<double> >&) [116]
-----------------------------------------------
                0.00    0.00  600002/600002      std::allocator<double>::allocator() [118]
[117]    0.0    0.00    0.00  600002         __gnu_cxx::new_allocator<double>::new_allocator() [117]
-----------------------------------------------
                0.00    0.00       2/600002      __static_initialization_and_destruction_0(int, int) [75]
                0.00    0.00  600000/600002      std::_Vector_base<double, std::allocator<double> >::_Vector_impl::_Vector_impl() [119]
[118]    0.0    0.00    0.00  600002         std::allocator<double>::allocator() [118]
                0.00    0.00  600002/600002      __gnu_cxx::new_allocator<double>::new_allocator() [117]
-----------------------------------------------
                0.00    0.00  600000/600000      std::_Vector_base<double, std::allocator<double> >::_Vector_base() [61]
[119]    0.0    0.00    0.00  600000         std::_Vector_base<double, std::allocator<double> >::_Vector_impl::_Vector_impl() [119]
                0.00    0.00  600000/600002      std::allocator<double>::allocator() [118]
-----------------------------------------------
                0.00    0.00  600000/600000      std::back_insert_iterator<std::vector<double, std::allocator<double> > > std::back_inserter<std::vector<double, std::allocator<double> > >(std::vector<double, std::allocator<double> >&) [121]
[120]    0.0    0.00    0.00  600000         std::back_insert_iterator<std::vector<double, std::allocator<double> > >::back_insert_iterator(std::vector<double, std::allocator<double> >&) [120]
                0.00    0.00  600000/602100      std::vector<double, std::allocator<double> >* std::__addressof<std::vector<double, std::allocator<double> > >(std::vector<double, std::allocator<double> >&) [116]
-----------------------------------------------
                0.00    0.00  600000/600000      vectors_distance(std::vector<double, std::allocator<double> >, std::vector<double, std::allocator<double> >) [2]
[121]    0.0    0.00    0.00  600000         std::back_insert_iterator<std::vector<double, std::allocator<double> > > std::back_inserter<std::vector<double, std::allocator<double> > >(std::vector<double, std::allocator<double> >&) [121]
                0.00    0.00  600000/600000      std::back_insert_iterator<std::vector<double, std::allocator<double> > >::back_insert_iterator(std::vector<double, std::allocator<double> >&) [120]
-----------------------------------------------
                0.00    0.00    4300/29500       main [1]
                0.00    0.00   25200/29500       compute_new_center(int*, int) [73]
[122]    0.0    0.00    0.00   29500         std::vector<double, std::allocator<double> >::operator[](unsigned long) [122]
-----------------------------------------------
                0.00    0.00    1200/3954        int const* std::__niter_base<int const*, std::vector<int, std::allocator<int> > >(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >) [140]
                0.00    0.00    2754/3954        bool __gnu_cxx::operator!=<int const*, int*, std::vector<int, std::allocator<int> > >(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > > const&, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&) [128]
[123]    0.0    0.00    0.00    3954         __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >::base() const [123]
-----------------------------------------------
                0.00    0.00     600/3900        std::vector<int, std::allocator<int> >::begin() const [164]
                0.00    0.00     600/3900        std::vector<int, std::allocator<int> >::end() const [163]
                0.00    0.00    2700/3900        __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >::operator++(int) [129]
[124]    0.0    0.00    0.00    3900         __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >::__normal_iterator(int const* const&) [124]
-----------------------------------------------
                0.00    0.00      54/3124        __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >::__normal_iterator<int*>(__gnu_cxx::__normal_iterator<int*, __gnu_cxx::__enable_if<std::__are_same<int*, int*>::__value, std::vector<int, std::allocator<int> > >::__type> const&) [169]
                0.00    0.00     108/3124        bool __gnu_cxx::operator!=<int*, std::vector<int, std::allocator<int> > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&) [172]
                0.00    0.00     208/3124        __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::difference_type __gnu_cxx::operator-<int*, std::vector<int, std::allocator<int> > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&) [168]
                0.00    0.00    2754/3124        bool __gnu_cxx::operator!=<int const*, int*, std::vector<int, std::allocator<int> > >(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > > const&, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&) [128]
[125]    0.0    0.00    0.00    3124         __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::base() const [125]
-----------------------------------------------
                0.00    0.00     108/2970        std::vector<int, std::allocator<int> >::begin() [166]
                0.00    0.00    2862/2970        std::vector<int, std::allocator<int> >::end() [127]
[126]    0.0    0.00    0.00    2970         __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::__normal_iterator(int* const&) [126]
-----------------------------------------------
                0.00    0.00     108/2862        decltype (({parm#1}.end)()) std::end<std::vector<int, std::allocator<int> > >(std::vector<int, std::allocator<int> >&) [167]
                0.00    0.00    2754/2862        main [1]
[127]    0.0    0.00    0.00    2862         std::vector<int, std::allocator<int> >::end() [127]
                0.00    0.00    2862/2970        __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::__normal_iterator(int* const&) [126]
-----------------------------------------------
                0.00    0.00    2754/2754        main [1]
[128]    0.0    0.00    0.00    2754         bool __gnu_cxx::operator!=<int const*, int*, std::vector<int, std::allocator<int> > >(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > > const&, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&) [128]
                0.00    0.00    2754/3954        __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >::base() const [123]
                0.00    0.00    2754/3124        __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::base() const [125]
-----------------------------------------------
                0.00    0.00    2700/2700        main [1]
[129]    0.0    0.00    0.00    2700         __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >::operator++(int) [129]
                0.00    0.00    2700/3900        __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >::__normal_iterator(int const* const&) [124]
-----------------------------------------------
                0.00    0.00    2700/2700        main [1]
[130]    0.0    0.00    0.00    2700         __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >::operator*() const [130]
-----------------------------------------------
                0.00    0.00    2547/2547        __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > std::__find_if<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__ops::_Iter_equals_val<int const> >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__ops::_Iter_equals_val<int const>, std::random_access_iterator_tag) [177]
[131]    0.0    0.00    0.00    2547         bool __gnu_cxx::__ops::_Iter_equals_val<int const>::operator()<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >) [131]
                0.00    0.00    2547/2547        __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::operator*() const [132]
-----------------------------------------------
                0.00    0.00    2547/2547        bool __gnu_cxx::__ops::_Iter_equals_val<int const>::operator()<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >) [131]
[132]    0.0    0.00    0.00    2547         __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::operator*() const [132]
-----------------------------------------------
                0.00    0.00    2543/2543        __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > std::__find_if<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__ops::_Iter_equals_val<int const> >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__ops::_Iter_equals_val<int const>, std::random_access_iterator_tag) [177]
[133]    0.0    0.00    0.00    2543         __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::operator++() [133]
-----------------------------------------------
                0.00    0.00    1204/1204        std::allocator<int>::~allocator() [135]
[134]    0.0    0.00    0.00    1204         __gnu_cxx::new_allocator<int>::~new_allocator() [134]
-----------------------------------------------
                0.00    0.00       1/1204        main [1]
                0.00    0.00       1/1204        __static_initialization_and_destruction_0(int, int) [75]
                0.00    0.00     600/1204        std::vector<int, std::allocator<int> >::vector(std::vector<int, std::allocator<int> > const&) [35]
                0.00    0.00     602/1204        std::_Vector_base<int, std::allocator<int> >::_Vector_impl::~_Vector_impl() [149]
[135]    0.0    0.00    0.00    1204         std::allocator<int>::~allocator() [135]
                0.00    0.00    1204/1204        __gnu_cxx::new_allocator<int>::~new_allocator() [134]
-----------------------------------------------
                0.00    0.00       2/1204        std::vector<int, std::allocator<int> >::_M_fill_initialize(unsigned long, int const&) [205]
                0.00    0.00     600/1204        std::vector<int, std::allocator<int> >::vector(std::vector<int, std::allocator<int> > const&) [35]
                0.00    0.00     602/1204        std::vector<int, std::allocator<int> >::~vector() [159]
[136]    0.0    0.00    0.00    1204         std::_Vector_base<int, std::allocator<int> >::_M_get_Tp_allocator() [136]
-----------------------------------------------
                0.00    0.00    1202/1202        std::allocator<int>::allocator(std::allocator<int> const&) [138]
[137]    0.0    0.00    0.00    1202         __gnu_cxx::new_allocator<int>::new_allocator(__gnu_cxx::new_allocator<int> const&) [137]
-----------------------------------------------
                0.00    0.00     600/1202        std::allocator_traits<std::allocator<int> >::select_on_container_copy_construction(std::allocator<int> const&) [165]
                0.00    0.00     602/1202        std::_Vector_base<int, std::allocator<int> >::_Vector_impl::_Vector_impl(std::allocator<int> const&) [148]
[138]    0.0    0.00    0.00    1202         std::allocator<int>::allocator(std::allocator<int> const&) [138]
                0.00    0.00    1202/1202        __gnu_cxx::new_allocator<int>::new_allocator(__gnu_cxx::new_allocator<int> const&) [137]
-----------------------------------------------
                0.00    0.00    1200/1200        int* std::copy<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*) [39]
[139]    0.0    0.00    0.00    1200         __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > > std::__miter_base<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > > >(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >) [139]
-----------------------------------------------
                0.00    0.00    1200/1200        int* std::__copy_move_a2<false, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*) [36]
[140]    0.0    0.00    0.00    1200         int const* std::__niter_base<int const*, std::vector<int, std::allocator<int> > >(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >) [140]
                0.00    0.00    1200/3954        __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >::base() const [123]
-----------------------------------------------
                0.00    0.00    1050/1050        void std::_Construct<std::vector<double, std::allocator<double> >, std::vector<double, std::allocator<double> > const&>(std::vector<double, std::allocator<double> >*, std::vector<double, std::allocator<double> > const&) [77]
[141]    0.0    0.00    0.00    1050         std::vector<double, std::allocator<double> > const& std::forward<std::vector<double, std::allocator<double> > const&>(std::remove_reference<std::vector<double, std::allocator<double> > const&>::type&) [141]
-----------------------------------------------
                0.00    0.00      50/650         std::vector<int, std::allocator<int> >::_M_range_check(unsigned long) const [178]
                0.00    0.00     600/650         std::vector<int, std::allocator<int> >::vector(std::vector<int, std::allocator<int> > const&) [35]
[142]    0.0    0.00    0.00     650         std::vector<int, std::allocator<int> >::size() const [142]
-----------------------------------------------
                0.00    0.00     602/602         std::allocator_traits<std::allocator<int> >::deallocate(std::allocator<int>&, int*, unsigned long) [154]
